event_time,event_type,source_id,entity_id,region,channel,user_segment,priority,status,metric_volume,metric_value,payload_kb,processing_delay_sec,sla_target_sec
2026-02-01 20:13:59,mobile_login,S12-0075,E12-005952,Крупный банк,atm,business,high,ok,2,5257.07,3.45,110,15
2026-02-25 13:44:29,card_auth,S12-0209,E12-005295,Крупный банк,web,business,low,ok,3,9633.12,6.01,26,15
2026-02-20 23:34:23,risk_alert,S12-0368,E12-001351,Крупный банк,atm,mass,medium,ok,3,8129.61,2.85,7,15
2026-02-25 08:14:23,card_auth,S12-0241,E12-005624,Крупный банк,atm,social,medium,ok,3,1825.76,3.45,27,15
2026-02-01 17:38:47,card_capture,S12-0130,E12-002738,Крупный банк,atm,business,low,delayed,2,1562.72,3.05,80,15
2026-02-07 00:40:35,transfer,S12-0277,E12-000604,Крупный банк,atm,mass,low,ok,3,1245.51,4.88,44,15
2026-02-19 02:04:47,card_auth,S12-0035,E12-003677,Крупный банк,atm,social,medium,ok,4,3944.73,2.91,22,15
2026-02-16 00:07:00,mobile_login,S12-0265,E12-004004,Крупный банк,atm,mass,high,error,4,2308.87,4.45,48,15
2026-02-20 09:00:45,card_auth,S12-0074,E12-001848,Крупный банк,web,social,high,ok,4,833.36,2.94,142,15
2026-02-08 08:03:00,card_auth,S12-0214,E12-004539,Крупный банк,mobile,mass,low,ok,3,2202.55,1.09,75,15
2026-02-23 16:52:20,card_capture,S12-0292,E12-001781,Крупный банк,web,social,high,ok,2,7123.85,3.09,104,15
2026-02-05 12:54:11,card_auth,S12-0126,E12-002628,Крупный банк,web,mass,low,ok,2,1639.09,5.06,68,15
2026-02-27 12:18:23,card_auth,S12-0009,E12-001821,Крупный банк,atm,mass,high,ok,4,2412.71,4.92,42,15
2026-02-04 10:09:00,transfer,S12-0397,E12-001167,Крупный банк,mobile,mass,low,ok,6,1511.64,3.94,11,15
2026-02-04 00:00:00,card_auth,S12-0045,E12-001118,Крупный банк,mobile,vip,low,delayed,2,5246.51,5.48,71,15
2026-02-02 00:14:38,card_auth,S12-0321,E12-004052,Крупный банк,atm,mass,low,ok,3,2419.34,3.34,19,15
2026-02-14 06:40:09,risk_alert,S12-0114,E12-005378,Крупный банк,web,mass,high,ok,4,8458.04,4.53,108,15
2026-02-04 22:15:45,mobile_login,S12-0156,E12-005217,Крупный банк,web,mass,medium,ok,2,5536.57,3.73,49,15
2026-02-19 03:52:53,card_capture,S12-0341,E12-005634,Крупный банк,atm,mass,low,ok,2,1207.44,3.09,30,15
2026-02-14 21:00:15,transfer,S12-0291,E12-000091,Крупный банк,atm,mass,medium,ok,5,5418.0,4.25,27,15
2026-02-27 05:42:16,card_auth,S12-0200,E12-004708,Крупный банк,mobile,mass,high,warning,3,1801.17,2.72,176,15
2026-02-25 12:53:13,card_auth,S12-0391,E12-003666,Крупный банк,mobile,mass,low,ok,5,4288.41,4.53,157,15
2026-02-01 01:27:10,card_auth,S12-0179,E12-001056,Крупный банк,mobile,mass,low,ok,2,4637.39,3.71,40,15
2026-02-12 12:17:47,mobile_login,S12-0394,E12-002214,Крупный банк,mobile,mass,medium,ok,3,849.87,3.83,95,15
2026-02-27 11:09:03,card_auth,S12-0269,E12-003081,Крупный банк,atm,mass,medium,ok,3,12420.4,2.78,55,15
2026-02-10 03:53:09,risk_alert,S12-0354,E12-004668,Крупный банк,mobile,mass,low,ok,2,1151.67,4.91,127,15
2026-02-15 21:44:41,card_auth,S12-0018,E12-004742,Крупный банк,atm,mass,low,ok,4,3906.29,4.25,65,15
2026-02-10 08:13:44,transfer,S12-0286,E12-005837,Крупный банк,web,mass,low,ok,2,3460.83,4.92,60,15
2026-02-15 23:08:00,card_auth,S12-0308,E12-001416,Крупный банк,mobile,social,low,ok,1,2235.27,3.6,9,15
2026-02-11 04:52:23,risk_alert,S12-0139,E12-004451,Крупный банк,web,mass,medium,ok,6,2241.27,4.33,13,15
2026-02-17 18:15:44,transfer,S12-0217,E12-003830,Крупный банк,mobile,business,medium,ok,2,1726.32,2.4,89,15
2026-02-05 01:11:14,transfer,S12-0118,E12-004227,Крупный банк,web,mass,low,ok,2,5963.81,3.37,26,15
2026-02-08 09:10:51,card_auth,S12-0308,E12-000774,Крупный банк,mobile,social,medium,ok,4,3199.92,3.96,12,15
2026-02-24 11:22:52,card_auth,S12-0130,E12-004947,Крупный банк,atm,business,low,ok,3,2539.79,5.17,97,15
2026-02-09 06:13:40,card_capture,S12-0328,E12-000454,Крупный банк,atm,mass,medium,ok,2,1943.31,4.11,152,15
2026-02-26 05:07:00,mobile_login,S12-0379,E12-004200,Крупный банк,web,mass,low,ok,4,8932.42,5.07,60,15
2026-02-11 16:31:55,card_capture,S12-0128,E12-002762,Крупный банк,atm,social,low,ok,2,1813.49,3.97,118,15
2026-02-23 12:40:07,risk_alert,S12-0048,E12-003756,Крупный банк,mobile,mass,medium,delayed,1,5162.73,6.04,36,15
2026-02-07 08:01:00,card_auth,S12-0391,E12-000356,Крупный банк,mobile,mass,high,ok,2,3888.16,2.74,124,15
2026-02-19 22:45:55,card_capture,S12-0315,E12-001774,Крупный банк,web,business,medium,ok,2,1998.31,3.32,38,15
2026-02-28 13:14:35,card_capture,S12-0059,E12-003547,Крупный банк,atm,mass,medium,delayed,2,596.08,5.57,78,15
2026-02-05 00:39:18,mobile_login,S12-0199,E12-001269,Крупный банк,mobile,vip,low,ok,4,15154.77,3.09,99,15
2026-02-09 11:02:00,card_capture,S12-0397,E12-004366,Крупный банк,atm,business,low,ok,5,13717.95,2.83,128,15
2026-02-28 07:07:57,card_auth,S12-0014,E12-004651,Крупный банк,mobile,social,high,ok,3,,2.77,87,15
2026-02-22 13:20:35,transfer,S12-0185,E12-000736,Крупный банк,web,mass,medium,ok,3,2019.51,6.66,113,15
2026-02-21 08:03:10,card_capture,S12-0133,E12-001555,Крупный банк,mobile,vip,low,warning,2,2770.72,1.76,58,15
2026-02-22 17:29:03,card_auth,S12-0108,E12-002079,Крупный банк,web,mass,low,ok,8,9501.77,4.2,34,15
2026-02-10 23:27:47,card_capture,S12-0145,E12-000458,Крупный банк,mobile,mass,low,ok,3,6696.79,4.71,50,15
2026-02-12 10:01:59,transfer,S12-0008,E12-005685,Крупный банк,atm,mass,medium,ok,3,5484.17,5.54,18,15
2026-02-19 21:04:09,card_auth,S12-0081,E12-005630,Крупный банк,mobile,social,low,ok,4,9285.97,5.33,32,15
2026-02-22 22:42:19,card_auth,S12-0379,E12-005987,Крупный банк,mobile,business,medium,ok,4,1477.16,3.97,60,15
2026-02-13 10:01:00,card_auth,S12-0234,E12-000744,Крупный банк,mobile,business,low,ok,2,4686.03,4.02,41,15
2026-02-03 17:44:02,card_capture,S12-0211,E12-001921,Крупный банк,mobile,mass,medium,ok,1,10013.02,3.32,38,15
2026-02-01 19:54:18,card_auth,S12-0119,E12-002643,Крупный банк,web,mass,low,ok,7,2810.56,3.01,27,15
2026-02-25 16:27:55,mobile_login,S12-0215,E12-002657,Крупный банк,mobile,mass,low,ok,3,5768.26,4.46,72,15
2026-02-15 23:26:47,mobile_login,S12-0257,E12-000814,Крупный банк,atm,mass,low,ok,2,1978.64,2.0,1,15
2026-02-22 15:19:36,card_capture,S12-0152,E12-000581,Крупный банк,atm,mass,medium,ok,3,6711.45,3.06,99,15
2026-02-04 04:36:40,card_auth,S12-0395,E12-004254,Крупный банк,atm,mass,medium,ok,5,4551.26,5.73,18,15
2026-02-28 05:17:41,mobile_login,S12-0112,E12-002660,Крупный банк,web,mass,low,ok,2,7437.02,4.41,62,15
2026-02-19 02:18:19,card_auth,S12-0078,E12-004810,Крупный банк,web,vip,low,ok,6,3108.17,3.47,95,15
2026-02-26 00:10:25,card_auth,S12-0109,E12-004470,Крупный банк,mobile,social,low,warning,2,7100.25,2.07,84,15
2026-02-09 14:51:03,card_auth,S12-0107,E12-004711,Крупный банк,web,business,medium,ok,4,8941.22,2.95,48,15
2026-02-18 08:51:17,mobile_login,S12-0312,E12-001259,Крупный банк,mobile,social,high,warning,7,1466.15,1.81,64,15
2026-02-17 02:01:00,card_auth,S12-0186,E12-003194,Крупный банк,web,mass,medium,ok,2,2708.72,6.27,61,15
2026-02-12 10:02:19,card_auth,S12-0176,E12-000192,Крупный банк,web,mass,low,ok,1,1178.09,4.16,151,15
2026-02-07 21:47:40,card_auth,S12-0379,E12-004022,Крупный банк,web,mass,low,ok,5,1526.55,3.04,81,15
2026-02-14 20:23:34,transfer,S12-0013,E12-000509,Крупный банк,mobile,business,low,ok,2,1605.64,2.98,90,15
2026-02-25 08:49:43,mobile_login,S12-0304,E12-005335,Крупный банк,atm,mass,medium,ok,3,1376.75,4.68,19,15
2026-02-25 22:42:46,card_auth,S12-0201,E12-005763,Крупный банк,web,mass,high,delayed,4,4820.17,1.38,59,15
2026-02-15 13:58:43,card_auth,S12-0296,E12-000015,Крупный банк,web,mass,low,ok,4,2816.4,6.23,74,15
2026-02-28 19:27:01,mobile_login,S12-0270,E12-001291,Крупный банк,mobile,social,low,warning,5,5652.94,3.63,32,15
2026-02-01 11:06:41,card_auth,S12-0120,E12-002835,Крупный банк,web,mass,low,ok,1,3223.96,3.7,20,15
2026-02-13 07:32:56,transfer,S12-0128,E12-000413,Крупный банк,mobile,vip,medium,warning,2,1362.64,2.73,80,15
2026-02-28 11:18:55,card_auth,S12-0188,E12-000180,Крупный банк,web,mass,low,ok,4,5990.73,7.24,77,15
2026-02-20 20:27:12,mobile_login,S12-0388,E12-001741,Крупный банк,web,mass,medium,delayed,5,5877.5,3.3,37,15
2026-02-11 21:48:18,card_auth,S12-0247,E12-004923,Крупный банк,atm,mass,low,error,2,2073.51,1.88,3,15
2026-02-21 16:47:07,card_capture,S12-0280,E12-001468,Крупный банк,atm,social,medium,ok,3,1062.28,3.57,65,15
2026-02-21 00:34:58,card_capture,S12-0296,E12-005502,Крупный банк,atm,mass,high,ok,1,5420.14,4.78,145,15
2026-02-12 20:57:13,card_capture,S12-0338,E12-003936,Крупный банк,mobile,vip,low,ok,3,5022.86,4.52,39,15
2026-02-11 10:07:00,card_auth,S12-0312,E12-000321,Крупный банк,mobile,mass,low,ok,2,4743.18,5.34,104,15
2026-02-17 20:58:06,mobile_login,S12-0025,E12-001472,Крупный банк,web,vip,medium,warning,2,4583.71,3.33,26,15
2026-02-14 00:32:21,card_auth,S12-0298,E12-000447,Крупный банк,web,social,low,ok,2,4343.42,6.08,74,15
2026-02-08 00:30:28,mobile_login,S12-0272,E12-001278,Крупный банк,atm,mass,low,ok,3,2104.36,3.46,71,15
2026-02-05 04:02:58,risk_alert,S12-0098,E12-005562,Крупный банк,mobile,mass,high,ok,6,1477.98,3.97,75,15
2026-02-02 14:49:21,card_auth,S12-0100,E12-001338,Крупный банк,atm,mass,medium,ok,2,1105.65,2.91,65,15
2026-02-25 17:25:50,card_capture,S12-0189,E12-005320,Крупный банк,atm,social,high,ok,2,2513.38,5.7,35,15
2026-02-17 17:50:02,card_capture,S12-0144,E12-001246,Крупный банк,web,mass,low,,4,4863.3,4.82,51,15
2026-02-05 22:34:11,card_capture,S12-0280,E12-004685,Крупный банк,mobile,mass,low,ok,2,5509.79,2.74,123,15
2026-02-26 03:22:21,transfer,S12-0340,E12-000995,Крупный банк,web,social,high,ok,4,3757.46,5.33,55,15
2026-02-12 09:01:00,card_auth,S12-0088,E12-004377,Крупный банк,mobile,mass,low,ok,1,9293.17,3.51,25,15
2026-02-04 07:31:13,risk_alert,S12-0295,E12-003505,Крупный банк,mobile,mass,low,ok,2,949.64,6.2,35,15
2026-02-26 11:12:36,mobile_login,S12-0314,E12-001737,Крупный банк,atm,mass,medium,ok,3,5181.91,5.8,38,15
2026-02-04 11:56:45,card_auth,S12-0057,E12-004542,Крупный банк,mobile,mass,low,ok,2,4071.0,2.76,30,15
2026-02-18 12:22:45,transfer,S12-0294,E12-003933,Крупный банк,mobile,business,medium,ok,2,8293.19,4.4,29,15
2026-02-21 10:26:27,card_capture,S12-0153,E12-005507,Крупный банк,atm,mass,low,ok,3,1111.48,4.51,109,15
2026-02-01 23:34:55,card_auth,S12-0164,E12-001336,Крупный банк,atm,business,medium,ok,3,8231.52,3.71,55,15
2026-02-27 17:46:05,card_auth,S12-0231,E12-000211,Крупный банк,mobile,mass,low,ok,3,7727.92,3.33,59,15
2026-02-20 09:20:47,card_capture,S12-0249,E12-002312,Крупный банк,web,mass,low,ok,2,1667.52,4.98,30,15
2026-02-15 00:03:09,card_capture,S12-0009,E12-005564,Крупный банк,atm,mass,low,ok,2,1433.43,6.03,24,15
2026-02-03 09:23:33,card_auth,S12-0302,E12-003861,Крупный банк,atm,mass,medium,ok,4,4698.44,3.29,77,15
2026-02-01 12:39:35,transfer,S12-0270,E12-002087,Крупный банк,mobile,mass,medium,ok,3,10735.18,3.61,16,15
2026-02-02 22:53:42,mobile_login,S12-0304,E12-004271,Крупный банк,web,vip,medium,ok,2,4254.31,3.95,14,15
2026-02-05 17:19:29,card_capture,S12-0123,E12-005197,Крупный банк,web,mass,high,ok,3,2600.94,2.28,38,15
2026-02-12 16:03:03,risk_alert,S12-0057,E12-003238,Крупный банк,atm,mass,low,ok,1,7231.25,4.71,32,15
2026-02-28 21:19:17,card_auth,S12-0116,E12-002118,Крупный банк,web,business,medium,ok,2,3005.94,5.52,58,15
2026-02-05 10:02:00,card_capture,S12-0173,E12-003902,Крупный банк,mobile,social,high,ok,2,4558.29,4.92,103,15
2026-02-19 21:46:27,card_auth,S12-0141,E12-003238,Крупный банк,atm,mass,medium,ok,1,4778.31,4.18,84,15
2026-02-10 07:38:41,card_auth,S12-0242,E12-002157,Крупный банк,mobile,mass,medium,delayed,2,2102.13,3.16,23,15
2026-02-06 23:58:00,card_auth,S12-0178,E12-000119,Крупный банк,atm,business,low,ok,4,1077.14,1.83,71,15
2026-02-02 22:01:00,mobile_login,S12-0241,E12-005137,Крупный банк,web,mass,low,delayed,4,9023.94,4.01,54,15
2026-02-11 02:27:20,risk_alert,S12-0214,E12-000145,Крупный банк,web,mass,medium,ok,2,1606.77,6.21,36,15
2026-02-05 02:00:53,card_auth,S12-0391,E12-003195,Крупный банк,mobile,mass,low,ok,2,1499.62,4.2,18,15
2026-02-16 04:02:00,transfer,S12-0124,E12-003485,Крупный банк,atm,mass,low,delayed,2,1772.46,3.21,121,15
2026-02-02 01:41:17,risk_alert,S12-0387,E12-000679,Крупный банк,web,mass,low,error,3,1009.51,4.12,64,15
2026-02-17 19:03:27,card_auth,S12-0280,E12-003778,Крупный банк,mobile,business,low,ok,2,4041.22,3.79,61,15
2026-02-08 00:38:52,card_capture,S12-0016,E12-005347,Крупный банк,atm,mass,low,ok,3,5191.5,5.33,56,15
2026-02-20 20:12:53,card_capture,S12-0169,E12-005621,Крупный банк,atm,mass,low,ok,3,1679.57,3.83,174,15
2026-02-06 21:31:08,transfer,S12-0298,E12-002584,Крупный банк,atm,mass,high,ok,3,5284.58,2.59,154,15
2026-02-01 12:50:13,risk_alert,S12-0358,E12-003108,Крупный банк,mobile,mass,medium,ok,2,5413.1,3.42,106,15
2026-02-20 14:39:45,risk_alert,S12-0363,E12-001492,Крупный банк,atm,social,high,ok,3,3995.8,4.79,156,15
2026-02-16 14:58:05,risk_alert,S12-0344,E12-003599,Крупный банк,web,mass,medium,ok,4,8099.48,4.98,55,15
2026-02-25 03:11:30,risk_alert,S12-0360,E12-001072,Крупный банк,atm,business,high,delayed,2,7083.13,3.53,70,15
2026-02-22 06:49:53,card_capture,S12-0064,E12-003176,Крупный банк,web,mass,high,ok,1,4677.92,4.17,96,15
2026-02-27 08:14:41,card_capture,S12-0284,E12-005953,Крупный банк,mobile,social,low,warning,4,1028.4,3.75,141,15
2026-02-14 15:11:05,transfer,S12-0317,E12-000816,Крупный банк,web,mass,medium,ok,4,5802.28,5.66,118,15
2026-02-15 07:17:28,risk_alert,S12-0384,E12-004560,Крупный банк,mobile,mass,low,ok,2,1016.0,2.66,57,15
2026-02-06 07:09:48,card_auth,S12-0304,E12-001000,Крупный банк,atm,mass,medium,ok,3,8283.45,5.61,37,15
2026-02-08 07:07:33,card_capture,S12-0129,E12-003823,Крупный банк,web,social,high,ok,2,5939.47,4.43,97,15
2026-02-14 08:00:00,card_auth,S12-0192,E12-005962,Крупный банк,mobile,vip,high,ok,2,3808.61,2.5,44,15
2026-02-28 06:08:42,card_auth,S12-0286,E12-004871,Крупный банк,mobile,business,low,warning,1,7057.83,3.61,31,15
2026-02-08 07:24:50,risk_alert,S12-0315,E12-004308,Крупный банк,atm,business,low,delayed,4,1894.31,4.16,40,15
2026-02-12 16:02:00,transfer,S12-0114,E12-000853,Крупный банк,mobile,business,low,ok,2,1772.55,3.12,25,15
2026-02-20 23:34:23,risk_alert,S12-0368,E12-001351,Крупный банк,atm,mass,medium,ok,3,8129.61,2.85,7,15
2026-02-15 23:20:55,transfer,S12-0144,E12-003618,Крупный банк,atm,mass,medium,ok,4,7154.17,3.33,35,15
2026-02-08 02:48:55,card_auth,S12-0102,E12-002550,Крупный банк,mobile,mass,low,ok,3,1947.88,2.64,89,15
2026-02-03 12:06:24,risk_alert,S12-0042,E12-003662,Крупный банк,mobile,mass,low,ok,2,6153.64,3.65,85,15
2026-02-20 02:05:00,card_capture,S12-0295,E12-000401,Крупный банк,atm,mass,low,ok,1,4358.45,3.8,87,15
2026-02-25 04:51:11,card_auth,S12-0111,E12-004714,Крупный банк,web,mass,low,ok,1,2125.39,5.27,55,15
2026-02-10 15:10:39,card_auth,S12-0314,E12-001525,Крупный банк,atm,mass,low,ok,4,4290.4,5.81,94,15
2026-02-10 20:15:01,card_capture,S12-0205,E12-002919,Крупный банк,atm,mass,high,ok,1,2623.17,2.65,26,15
2026-02-22 14:56:26,risk_alert,S12-0122,E12-004728,Крупный банк,mobile,mass,medium,ok,4,3230.55,2.64,55,15
2026-02-09 10:09:00,card_auth,S12-0008,E12-000705,Крупный банк,atm,mass,low,ok,4,820.93,2.58,166,15
2026-02-06 10:02:24,card_auth,S12-0129,E12-003529,Крупный банк,mobile,mass,high,ok,2,7998.28,4.42,104,15
2026-02-03 02:21:32,card_auth,S12-0329,E12-003069,Крупный банк,mobile,vip,high,warning,3,3930.49,3.85,225,15
2026-02-12 03:39:27,card_auth,S12-0169,E12-002681,Крупный банк,mobile,business,medium,ok,4,2455.39,4.38,12,15
2026-02-05 17:03:31,card_capture,S12-0001,E12-003942,Крупный банк,atm,mass,low,error,2,6435.73,2.22,4,15
2026-02-09 11:24:28,card_auth,S12-0026,E12-000796,Крупный банк,atm,mass,high,ok,1,8752.03,3.47,129,15
2026-02-08 04:36:23,transfer,S12-0046,E12-005603,Крупный банк,atm,business,medium,ok,1,5360.73,4.43,101,15
2026-02-09 10:20:24,risk_alert,S12-0230,E12-002940,Крупный банк,atm,mass,high,ok,3,2704.53,3.37,163,15
2026-02-13 22:03:00,card_auth,S12-0326,E12-003121,Крупный банк,web,mass,medium,ok,2,1586.92,4.9,47,15
2026-02-22 09:37:43,mobile_login,S12-0362,E12-004822,Крупный банк,mobile,mass,low,ok,2,1428.83,4.28,85,15
2026-02-16 00:59:31,card_capture,S12-0296,E12-000788,Крупный банк,web,mass,medium,,3,2494.7,4.88,71,15
2026-02-11 18:28:59,mobile_login,S12-0061,E12-005370,Крупный банк,web,social,low,ok,2,860.23,6.0,19,15
2026-02-08 18:47:37,card_auth,S12-0395,E12-002742,Крупный банк,mobile,business,low,warning,3,1486.25,3.91,18,15
2026-02-04 16:29:39,risk_alert,S12-0154,E12-001631,Крупный банк,web,social,medium,ok,4,2127.37,3.6,40,15
2026-02-02 01:04:45,transfer,S12-0080,E12-002078,Крупный банк,atm,mass,low,ok,3,2091.66,2.68,71,15
2026-02-21 14:39:51,transfer,S12-0291,E12-001831,Крупный банк,atm,business,low,ok,3,3166.59,3.48,2,15
2026-02-22 11:28:16,risk_alert,S12-0263,E12-001215,Крупный банк,web,mass,low,delayed,3,4255.55,3.36,43,15
2026-02-22 21:51:01,mobile_login,S12-0178,E12-001218,Крупный банк,web,mass,low,ok,6,1841.69,5.74,23,15
2026-02-17 10:39:09,card_capture,S12-0207,E12-000069,Крупный банк,web,mass,high,ok,2,964.84,2.66,84,15
2026-02-01 04:26:05,transfer,S12-0292,E12-000550,Крупный банк,atm,mass,low,ok,3,1629.79,4.68,101,15
2026-02-01 12:06:00,mobile_login,S12-0296,E12-003214,Крупный банк,mobile,mass,low,delayed,2,3570.32,1.99,16,15
2026-02-06 23:02:00,mobile_login,S12-0233,E12-004066,Крупный банк,atm,business,low,warning,1,4172.82,1.67,109,15
2026-02-01 17:07:00,card_auth,S12-0345,E12-001778,Крупный банк,atm,business,medium,ok,2,4767.32,0.4,36,15
2026-02-11 01:06:00,card_auth,S12-0322,E12-002209,Крупный банк,web,mass,low,ok,5,3983.85,6.07,3,15
2026-02-20 09:09:00,card_auth,S12-0031,E12-002542,Крупный банк,mobile,mass,medium,ok,2,1581.7,4.1,18,15
2026-02-08 23:55:21,card_auth,S12-0118,E12-000142,Крупный банк,web,mass,high,ok,3,6033.6,3.29,85,15
2026-02-11 04:39:23,transfer,S12-0214,E12-005302,Крупный банк,web,mass,medium,ok,3,4911.87,3.8,86,15
2026-02-09 19:47:28,card_auth,S12-0063,E12-002707,Крупный банк,web,mass,medium,ok,1,2782.54,4.94,67,15
2026-02-20 14:08:38,risk_alert,S12-0373,E12-001331,Крупный банк,atm,mass,medium,ok,4,2138.53,5.08,23,15
2026-02-13 04:07:00,mobile_login,S12-0093,E12-005587,Крупный банк,web,mass,high,warning,3,4374.9,5.35,82,15
2026-02-22 04:50:49,card_auth,S12-0233,E12-005238,Крупный банк,mobile,business,low,ok,2,18233.51,4.15,24,15
2026-02-04 11:21:30,transfer,S12-0164,E12-005149,Крупный банк,web,mass,high,ok,2,8933.34,4.66,142,15
2026-02-06 17:04:13,mobile_login,S12-0080,E12-003079,Крупный банк,mobile,mass,low,ok,3,5916.12,3.24,42,15
2026-02-15 20:54:02,card_auth,S12-0155,E12-005817,Крупный банк,atm,social,medium,error,2,1660.83,5.16,93,15
2026-02-02 13:36:11,card_capture,S12-0138,E12-001134,Крупный банк,atm,mass,low,ok,1,4175.54,4.16,66,15
2026-02-03 10:21:56,risk_alert,S12-0100,E12-002977,Крупный банк,atm,business,medium,ok,2,2345.62,3.17,32,15
2026-02-14 12:52:33,card_capture,S12-0056,E12-004518,Крупный банк,mobile,business,low,ok,4,2564.54,2.9,111,15
2026-02-10 22:51:40,mobile_login,S12-0258,E12-001866,Крупный банк,atm,mass,medium,warning,4,2890.95,5.24,25,15
2026-02-28 16:40:22,mobile_login,S12-0296,E12-004312,Крупный банк,web,business,low,ok,4,5807.31,4.02,25,15
2026-02-06 02:24:23,mobile_login,S12-0067,E12-000356,Крупный банк,mobile,vip,medium,ok,1,5006.17,5.33,150,15
2026-02-14 03:17:00,card_capture,S12-0357,E12-000932,Крупный банк,mobile,mass,medium,ok,4,1242.29,4.64,81,15
2026-02-12 00:19:39,card_capture,S12-0135,E12-004522,Крупный банк,atm,social,medium,ok,3,1746.06,2.53,21,15
2026-02-12 10:03:00,card_auth,S12-0201,E12-005223,Крупный банк,web,mass,high,ok,2,3056.2,4.56,136,15
2026-02-21 04:08:39,mobile_login,S12-0042,E12-002171,Крупный банк,web,mass,high,ok,2,6981.68,6.64,109,15
2026-02-16 19:57:49,mobile_login,S12-0256,E12-002894,Крупный банк,atm,mass,high,delayed,5,2443.77,3.16,53,15
2026-02-12 23:27:08,transfer,S12-0118,E12-001765,Крупный банк,web,mass,medium,ok,2,1842.33,3.87,33,15
2026-02-06 19:55:30,mobile_login,S12-0170,E12-003504,Крупный банк,mobile,mass,medium,ok,5,11035.79,1.23,51,15
2026-02-04 01:36:32,risk_alert,S12-0126,E12-005125,Крупный банк,web,social,low,ok,1,1299.52,5.53,86,15
2026-02-25 03:55:20,mobile_login,S12-0176,E12-001014,Крупный банк,mobile,business,low,ok,3,5388.21,2.62,81,15
2026-02-04 21:01:59,card_capture,S12-0300,E12-001520,Крупный банк,mobile,mass,low,ok,3,3343.96,4.69,91,15
2026-02-24 15:46:33,mobile_login,S12-0143,E12-002579,Крупный банк,mobile,business,low,ok,4,5604.87,4.51,55,15
2026-02-08 08:59:38,card_auth,S12-0083,E12-000353,Крупный банк,web,business,medium,ok,3,4666.87,4.62,22,15
2026-02-20 05:52:07,mobile_login,S12-0005,E12-004683,Крупный банк,web,social,low,ok,4,3897.46,4.16,91,15
2026-02-02 08:09:57,card_auth,S12-0160,E12-004998,Крупный банк,atm,mass,high,warning,1,4430.45,4.37,47,15
2026-02-12 00:54:21,card_auth,S12-0295,E12-005570,Крупный банк,atm,mass,low,ok,5,4176.3,4.9,80,15
2026-02-19 04:36:25,card_capture,S12-0077,E12-005804,Крупный банк,atm,business,low,ok,3,917.71,3.11,29,15
2026-02-05 14:03:19,risk_alert,S12-0376,E12-003498,Крупный банк,mobile,mass,low,ok,2,1697.58,4.71,58,15
2026-02-05 22:48:04,card_auth,S12-0247,E12-002741,Крупный банк,atm,business,medium,ok,4,3409.46,2.98,114,15
2026-02-12 19:06:00,risk_alert,S12-0275,E12-005525,Крупный банк,mobile,mass,medium,ok,1,5433.15,4.28,43,15
2026-02-20 21:12:51,card_capture,S12-0337,E12-005366,Крупный банк,web,business,medium,,2,2244.01,4.93,65,15
2026-02-22 10:24:48,transfer,S12-0226,E12-000772,Крупный банк,atm,business,medium,warning,4,2863.78,3.13,7,15
2026-02-20 12:15:27,card_auth,S12-0363,E12-000543,Крупный банк,atm,mass,high,ok,3,4229.09,5.96,42,15
2026-02-16 12:19:01,mobile_login,S12-0200,E12-000090,Крупный банк,web,mass,medium,ok,1,2429.02,6.49,97,15
2026-02-10 22:39:20,card_auth,S12-0202,E12-004126,Крупный банк,mobile,vip,low,ok,4,11608.16,2.38,45,15
2026-02-23 17:44:59,mobile_login,S12-0276,E12-000239,Крупный банк,atm,business,medium,delayed,5,5350.79,1.66,32,15
2026-02-02 01:19:29,risk_alert,S12-0397,E12-000106,Крупный банк,web,mass,medium,ok,5,3725.46,3.62,34,15
2026-02-27 19:46:45,card_auth,S12-0194,E12-001505,Крупный банк,web,mass,low,ok,4,1953.14,3.9,6,15
2026-02-22 06:37:42,card_capture,S12-0013,E12-005931,Крупный банк,web,mass,low,ok,5,2886.21,5.84,27,15
2026-02-04 05:30:00,transfer,S12-0060,E12-003260,Крупный банк,mobile,mass,medium,ok,3,3392.47,4.3,125,15
2026-02-12 09:31:43,mobile_login,S12-0190,E12-000951,Крупный банк,mobile,mass,high,ok,1,2759.14,3.62,72,15
2026-02-06 07:46:55,card_auth,S12-0333,E12-003400,Крупный банк,mobile,mass,high,ok,2,2371.59,4.61,105,15
2026-02-08 12:33:34,risk_alert,S12-0390,E12-004442,Крупный банк,mobile,mass,high,ok,5,5533.39,3.12,25,15
2026-02-03 13:46:29,mobile_login,S12-0252,E12-005540,Крупный банк,mobile,mass,high,ok,2,4775.83,1.83,70,15
2026-02-27 17:44:39,transfer,S12-0006,E12-003448,Крупный банк,mobile,vip,medium,ok,7,2153.68,4.94,65,15
2026-02-11 04:11:17,card_auth,S12-0116,E12-005559,Крупный банк,web,mass,low,ok,1,2336.99,4.73,86,15
2026-02-15 19:43:01,mobile_login,S12-0031,E12-000069,Крупный банк,web,mass,medium,ok,3,7632.32,4.24,78,15
2026-02-22 16:41:19,card_auth,S12-0245,E12-000465,Крупный банк,atm,social,low,ok,4,3498.72,4.2,51,15
2026-02-14 09:40:25,mobile_login,S12-0378,E12-004865,Крупный банк,web,mass,high,ok,2,2412.99,5.02,52,15
2026-02-25 00:13:53,risk_alert,S12-0076,E12-003615,Крупный банк,mobile,mass,medium,ok,4,1910.8,3.72,52,15
