ticket_id,agent_id,created_at,ticket_category,resolution_hours,priority,status
SUP1200364,A001,2025-05-07 14:51:05,ошибка системы,26.0,low,resolved
SUP1200365,A025,2025-02-19 09:27:52,оборудование,49.8,high,in_progress
SUP1200366,A011,2025-06-30 10:47:25,ошибка системы,13.9,medium,escalated
SUP1200367,A026,2025-10-05 12:49:23,доступ,58.7,medium,resolved
SUP1200368,A003,2025-08-03 02:33:11,доступ,47.5,high,resolved
SUP1200369,A017,2025-10-27 13:30:16,другое,31.9,low,resolved
SUP1200370,A019,2025-03-08 16:10:17,оборудование,62.3,medium,resolved
SUP1200371,A013,2025-09-06 19:08:27,интеграция,10.5,low,resolved
SUP1200372,A016,2025-11-30 15:34:25,доступ,61.0,low,resolved
SUP1200373,A018,2025-12-20 07:58:33,интеграция,2.2,low,resolved
SUP1200374,A023,2025-07-31 20:26:10,оборудование,54.4,critical,resolved
SUP1200375,A026,2025-03-26 17:49:20,ошибка системы,41.5,medium,in_progress
SUP1200376,A020,2025-08-11 23:21:29,оборудование,50.3,low,in_progress
SUP1200377,A023,2025-04-09 04:53:18,другое,30.0,medium,in_progress
SUP1200378,A019,2025-05-24 21:41:41,интеграция,62.3,low,resolved
SUP1200379,A030,2025-02-22 13:00:48,интеграция,22.9,low,new
SUP1200380,A006,2025-12-14 13:15:16,ошибка системы,20.2,high,resolved
SUP1200381,A023,2025-10-19 13:34:21,ошибка системы,22.1,low,in_progress
SUP1200382,A007,2025-04-08 03:26:37,доступ,55.9,critical,new
SUP1200383,A015,2025-05-30 12:32:05,оборудование,35.9,medium,resolved
SUP1200384,A030,2025-11-03 03:20:08,другое,38.9,low,in_progress
SUP1200385,A005,2025-08-18 19:08:37,доступ,60.0,low,resolved
SUP1200386,A016,2025-09-18 02:33:49,оборудование,60.1,medium,resolved
SUP1200387,A006,2025-02-16 10:45:55,ошибка системы,12.1,low,in_progress
SUP1200388,A003,2025-07-24 00:31:33,другое,39.8,medium,resolved
SUP1200389,A012,2025-12-22 19:56:22,ошибка системы,9.5,high,resolved
SUP1200390,A004,2025-10-28 15:22:28,ошибка системы,62.6,high,resolved
SUP1200391,A027,2025-07-04 23:19:33,интеграция,60.3,medium,resolved
SUP1200392,A022,2025-08-03 01:05:29,оборудование,61.2,high,new
SUP1200393,A003,2025-12-20 07:52:31,доступ,50.9,low,in_progress
SUP1200394,A016,2025-03-05 01:33:11,интеграция,33.9,low,resolved
SUP1200395,A016,2025-09-06 12:32:07,оборудование,29.4,high,resolved
SUP1200396,A023,2025-09-26 03:54:36,оборудование,28.8,low,new
SUP1200397,A019,2025-05-21 05:00:26,оборудование,5.2,medium,new
SUP1200398,A015,2025-04-10 15:32:49,другое,68.3,high,resolved
SUP1200399,A009,2025-09-10 18:19:13,интеграция,32.7,medium,new
SUP1200400,A020,2025-02-13 15:51:51,доступ,67.0,low,in_progress
SUP1200401,A002,2025-08-14 16:59:51,интеграция,63.4,medium,in_progress
SUP1200402,A006,2025-06-07 11:14:32,ошибка системы,59.7,high,resolved
SUP1200403,A014,2025-05-29 18:22:48,оборудование,42.6,low,new
SUP1200404,A009,2025-01-06 19:13:33,ошибка системы,7.8,medium,resolved
SUP1200405,A029,2025-11-07 10:57:35,интеграция,23.7,medium,resolved
SUP1200406,A010,2025-02-19 06:22:47,доступ,43.7,low,resolved
SUP1200407,A026,2025-04-09 23:59:25,ошибка системы,1.5,low,resolved
SUP1200408,A018,2025-06-25 03:05:28,ошибка системы,3.5,low,resolved
SUP1200409,A015,2025-10-24 13:22:14,другое,49.0,medium,resolved
SUP1200410,A004,2025-04-23 18:27:59,интеграция,64.0,medium,in_progress
SUP1200411,A005,2025-03-25 04:06:47,ошибка системы,61.6,critical,in_progress
SUP1200412,A025,2025-08-27 15:28:53,интеграция,12.5,low,in_progress
SUP1200413,A023,2025-11-23 13:38:06,доступ,65.7,critical,new
SUP1200414,A021,2025-11-10 17:22:16,ошибка системы,50.3,medium,resolved
SUP1200415,A006,2025-03-20 06:57:19,доступ,51.7,low,resolved
SUP1200416,A025,2025-07-19 12:26:41,ошибка системы,22.2,low,new
SUP1200417,A015,2025-09-26 19:25:22,оборудование,51.7,medium,resolved
SUP1200418,A020,2025-09-04 00:44:17,другое,51.2,high,resolved
SUP1200419,A030,2025-10-20 20:54:22,другое,43.0,high,resolved
SUP1200420,A029,2025-08-26 20:18:29,другое,26.0,medium,resolved
SUP1200421,A002,2025-03-31 05:17:06,доступ,58.5,low,in_progress
SUP1200422,A016,2025-11-22 10:06:55,интеграция,67.5,low,resolved
SUP1200423,A005,2025-04-24 02:58:02,другое,62.7,low,resolved
SUP1200424,A030,2025-05-30 00:17:52,ошибка системы,17.9,low,resolved
SUP1200425,A023,2025-05-16 05:20:20,ошибка системы,32.4,high,resolved
SUP1200426,A028,2025-07-21 16:47:07,оборудование,25.0,high,escalated
SUP1200427,A004,2025-07-26 22:36:58,доступ,51.1,low,resolved
SUP1200428,A028,2025-03-11 16:27:31,ошибка системы,60.0,high,resolved
SUP1200429,A001,2025-04-15 20:23:17,ошибка системы,15.9,low,new
SUP1200430,A008,2025-05-18 08:12:02,оборудование,68.2,low,resolved
SUP1200431,A021,2025-07-17 08:48:57,оборудование,48.9,low,resolved
SUP1200432,A010,2025-06-25 06:16:37,интеграция,16.1,low,new
SUP1200433,A015,2025-01-30 03:09:29,интеграция,27.0,low,resolved
SUP1200434,A002,2025-07-12 21:07:25,интеграция,8.0,low,in_progress
SUP1200435,A019,2025-02-12 13:18:24,ошибка системы,43.2,medium,in_progress
SUP1200436,A012,2025-11-20 07:55:26,оборудование,12.6,low,new
SUP1200437,A030,2025-12-24 15:51:01,доступ,50.1,medium,in_progress
SUP1200438,A010,2025-11-22 16:46:04,интеграция,53.2,low,resolved
SUP1200439,A012,2025-06-02 03:24:39,другое,34.8,critical,resolved
SUP1200440,A026,2025-11-24 01:38:21,ошибка системы,7.2,high,resolved
SUP1200441,A021,2025-10-13 13:53:48,доступ,44.2,high,resolved
SUP1200442,A027,2025-09-08 12:55:51,ошибка системы,27.1,medium,resolved
SUP1200443,A020,2025-05-09 21:27:11,интеграция,68.4,medium,in_progress
SUP1200444,A025,2025-03-25 07:26:56,ошибка системы,37.2,low,new
SUP1200445,A009,2025-09-14 00:47:41,интеграция,5.7,high,in_progress
SUP1200446,A008,2025-03-24 11:54:38,ошибка системы,46.0,low,resolved
SUP1200447,A002,2025-08-23 11:35:08,интеграция,56.2,low,resolved
SUP1200448,A021,2025-09-19 18:07:25,оборудование,12.0,low,new
SUP1200449,A030,2025-11-23 07:12:09,оборудование,32.6,medium,resolved
SUP1200450,A024,2025-12-30 03:58:55,оборудование,53.6,low,escalated
SUP1200451,A024,2025-07-10 17:52:09,оборудование,2.0,critical,new
SUP1200452,A007,2025-11-13 22:27:39,оборудование,2.6,low,resolved
SUP1200453,A004,2025-11-08 08:28:51,другое,48.9,high,in_progress
SUP1200454,A019,2025-09-07 22:46:37,ошибка системы,52.3,low,resolved
SUP1200455,A008,2025-10-09 00:42:51,оборудование,61.0,high,resolved
SUP1200456,A024,2025-03-01 05:46:29,другое,29.1,medium,resolved
SUP1200457,A013,2025-11-08 17:48:47,другое,28.4,medium,resolved
SUP1200458,A026,2025-03-04 19:40:47,ошибка системы,40.0,medium,resolved
SUP1200459,A021,2025-01-20 18:45:57,ошибка системы,54.6,medium,in_progress
SUP1200460,A003,2025-04-27 17:21:50,интеграция,46.3,medium,in_progress
SUP1200461,A005,2025-04-26 21:46:12,интеграция,23.9,medium,resolved
SUP1200462,A020,2025-12-20 00:09:45,оборудование,25.3,medium,new
SUP1200463,A008,2025-02-02 19:16:15,доступ,55.1,low,in_progress
SUP1200464,A002,2025-03-04 06:09:44,интеграция,38.7,low,in_progress
SUP1200465,A027,2025-02-11 09:55:38,доступ,7.5,low,in_progress
SUP1200466,A024,2025-06-26 09:38:49,интеграция,11.4,high,in_progress
SUP1200467,A010,2025-12-09 06:23:51,другое,61.4,high,resolved
SUP1200468,A022,2025-04-09 20:36:27,другое,71.9,low,in_progress
SUP1200469,A016,2025-01-08 11:47:33,другое,24.5,low,resolved
SUP1200470,A004,2025-09-09 07:44:03,доступ,28.1,medium,resolved
SUP1200471,A027,2025-05-04 05:37:32,оборудование,11.5,low,resolved
SUP1200472,A030,2025-04-28 15:26:27,интеграция,17.4,high,resolved
SUP1200473,A014,2025-08-15 00:01:48,интеграция,30.9,medium,resolved
SUP1200474,A030,2025-12-05 17:09:12,доступ,20.8,high,new
SUP1200475,A003,2025-04-14 14:06:05,другое,50.7,high,resolved
SUP1200476,A010,2025-07-31 16:42:51,оборудование,39.0,medium,new
SUP1200477,A013,2025-09-05 23:11:15,интеграция,59.3,medium,resolved
SUP1200478,A005,2025-08-22 10:13:00,оборудование,52.3,medium,in_progress
SUP1200479,A022,2025-09-17 09:00:06,оборудование,9.7,medium,in_progress
SUP1200480,A017,2025-05-06 21:55:09,ошибка системы,9.3,high,in_progress
