event_id,timestamp,region,category,item_id,quantity,price,discount,revenue,is_promo
4600,2024-01-04 04:39:00,West,B,5214,7,42.96,0.0,300.72,0
4601,2024-01-04 04:40:00,North,D,2084,2,23.57,0.1,42.43,1
4602,2024-01-04 04:41:00,West,F,9601,6,20.4,0.0,122.4,0
4603,2024-01-04 04:42:00,East,E,9631,5,11.82,0.05,56.14,1
4604,2024-01-04 04:43:00,West,A,2040,2,29.94,0.0,59.88,0
4605,2024-01-04 04:44:00,East,C,1696,2,19.5,0.05,37.05,1
4606,2024-01-04 04:45:00,South,D,3532,6,19.31,0.05,110.07,1
4607,2024-01-04 04:46:00,East,C,3456,7,32.01,0.1,201.66,1
4608,2024-01-04 04:47:00,Center,E,8783,3,37.0,0.05,105.45,1
4609,2024-01-04 04:48:00,East,F,5044,6,23.95,0.0,143.7,0
4610,2024-01-04 04:49:00,South,C,5019,7,15.76,0.0,110.32,0
4611,2024-01-04 04:50:00,West,F,7007,1,13.38,0.1,12.04,1
4612,2024-01-04 04:51:00,Center,B,4541,1,28.17,0.1,25.35,1
4613,2024-01-04 04:52:00,North,B,1590,7,29.56,0.0,206.92,0
4614,2024-01-04 04:53:00,North,A,7265,4,22.3,0.0,89.2,0
4615,2024-01-04 04:54:00,South,A,1605,6,17.44,0.0,104.64,0
4616,2024-01-04 04:55:00,East,F,2891,5,30.49,0.03,147.88,1
4617,2024-01-04 04:56:00,South,E,6190,5,20.4,0.0,102.0,0
4618,2024-01-04 04:57:00,West,B,8075,4,28.65,0.05,108.87,1
4619,2024-01-04 04:58:00,West,E,6341,3,20.16,0.03,58.67,1
4620,2024-01-04 04:59:00,North,C,5853,1,7.59,0.15,6.45,1
4621,2024-01-04 05:00:00,West,E,2266,1,20.51,0.03,19.89,1
4622,2024-01-04 05:01:00,West,B,2336,4,31.81,0.1,114.52,1
4623,2024-01-04 05:02:00,Center,B,2456,3,16.58,0.05,47.25,1
4624,2024-01-04 05:03:00,South,E,1170,5,10.36,0.05,49.21,1
4625,2024-01-04 05:04:00,South,A,5455,4,18.75,0.05,71.25,1
4626,2024-01-04 05:05:00,West,F,1719,5,24.22,0.05,115.04,1
4627,2024-01-04 05:06:00,Center,A,9383,7,11.4,0.0,79.8,0
4628,2024-01-04 05:07:00,South,D,9556,7,11.71,0.1,73.77,1
4629,2024-01-04 05:08:00,West,B,1389,7,26.19,0.05,174.16,1
4630,2024-01-04 05:09:00,Center,D,1781,6,18.6,0.0,111.6,0
4631,2024-01-04 05:10:00,South,F,3728,3,22.17,0.03,64.51,1
4632,2024-01-04 05:11:00,East,E,4987,1,21.69,0.0,21.69,0
4633,2024-01-04 05:12:00,East,F,9301,5,56.0,0.0,280.0,0
4634,2024-01-04 05:13:00,West,B,6642,4,18.52,0.1,66.67,1
4635,2024-01-04 05:14:00,South,A,5870,5,16.76,0.0,83.8,0
4636,2024-01-04 05:15:00,Center,E,9294,2,19.85,0.0,39.7,0
4637,2024-01-04 05:16:00,East,A,3583,1,5.0,0.15,4.25,1
4638,2024-01-04 05:17:00,West,D,1619,6,38.19,0.0,229.14,0
4639,2024-01-04 05:18:00,North,A,7814,5,23.85,0.1,107.32,1
4640,2024-01-04 05:19:00,South,E,9366,6,11.1,0.03,64.6,1
4641,2024-01-04 05:20:00,West,A,6686,4,19.81,0.0,79.24,0
4642,2024-01-04 05:21:00,South,A,7355,6,10.24,0.0,61.44,0
4643,2024-01-04 05:22:00,West,E,1491,3,18.45,0.0,55.35,0
4644,2024-01-04 05:23:00,West,B,3702,2,18.06,0.05,34.31,1
4645,2024-01-04 05:24:00,East,F,1678,3,40.01,0.0,120.03,0
4646,2024-01-04 05:25:00,East,B,8515,7,9.43,0.0,66.01,0
4647,2024-01-04 05:26:00,West,F,8826,2,26.38,0.03,51.18,1
4648,2024-01-04 05:27:00,South,C,3131,2,19.68,0.0,39.36,0
4649,2024-01-04 05:28:00,South,C,5895,1,16.91,0.03,16.4,1
4650,2024-01-04 05:29:00,West,A,9684,3,28.26,0.05,80.54,1
4651,2024-01-04 05:30:00,North,E,8581,6,17.11,0.0,102.66,0
4652,2024-01-04 05:31:00,East,E,4522,3,15.32,0.03,44.58,1
4653,2024-01-04 05:32:00,South,F,7418,6,21.0,0.05,119.7,1
4654,2024-01-04 05:33:00,East,D,4291,5,34.71,0.0,173.55,0
4655,2024-01-04 05:34:00,Center,D,9235,3,39.13,0.0,117.39,0
4656,2024-01-04 05:35:00,East,B,6096,5,19.35,0.05,91.91,1
4657,2024-01-04 05:36:00,Center,C,2879,5,9.2,0.03,44.62,1
4658,2024-01-04 05:37:00,Center,D,4764,7,6.75,0.0,47.25,0
4659,2024-01-04 05:38:00,East,D,8539,1,50.49,0.03,48.98,1
4660,2024-01-04 05:39:00,Center,C,9408,2,16.27,0.0,32.54,0
4661,2024-01-04 05:40:00,Center,D,5997,1,14.84,0.05,14.1,1
4662,2024-01-04 05:41:00,East,A,7153,7,36.29,0.0,254.03,0
4663,2024-01-04 05:42:00,South,E,7705,7,67.04,0.1,422.35,1
4664,2024-01-04 05:43:00,Center,C,4373,2,15.31,0.03,29.7,1
4665,2024-01-04 05:44:00,Center,A,4639,7,28.59,0.05,190.12,1
4666,2024-01-04 05:45:00,East,A,9632,4,20.83,0.1,74.99,1
4667,2024-01-04 05:46:00,South,A,7592,5,7.78,0.1,35.01,1
4668,2024-01-04 05:47:00,East,C,9699,3,17.42,0.15,44.42,1
4669,2024-01-04 05:48:00,East,F,5328,1,14.63,0.05,13.9,1
4670,2024-01-04 05:49:00,North,D,7489,7,28.34,0.0,198.38,0
4671,2024-01-04 05:50:00,Center,F,2208,3,28.45,0.0,85.35,0
4672,2024-01-04 05:51:00,East,F,9706,4,16.44,0.0,65.76,0
4673,2024-01-04 05:52:00,North,F,5929,4,11.24,0.1,40.46,1
4674,2024-01-04 05:53:00,Center,A,4643,7,34.22,0.05,227.56,1
4675,2024-01-04 05:54:00,Center,D,5705,3,29.25,0.1,78.98,1
4676,2024-01-04 05:55:00,South,C,3754,6,14.74,0.03,85.79,1
4677,2024-01-04 05:56:00,North,C,8664,4,11.11,0.03,43.11,1
4678,2024-01-04 05:57:00,West,E,4002,2,20.29,0.05,38.55,1
4679,2024-01-04 05:58:00,South,E,2392,1,14.94,0.0,14.94,0
4680,2024-01-04 05:59:00,Center,B,7396,7,14.88,0.1,93.74,1
4681,2024-01-04 06:00:00,West,D,1753,4,27.81,0.0,111.24,0
4682,2024-01-04 06:01:00,South,F,4705,1,44.22,0.15,37.59,1
4683,2024-01-04 06:02:00,East,F,4492,2,31.83,0.03,61.75,1
4684,2024-01-04 06:03:00,South,B,9615,5,14.15,0.0,70.75,0
4685,2024-01-04 06:04:00,Center,A,1530,3,61.28,0.05,174.65,1
4686,2024-01-04 06:05:00,South,E,4816,4,13.56,0.15,46.1,1
4687,2024-01-04 06:06:00,East,F,3252,6,19.83,0.0,118.98,0
4688,2024-01-04 06:07:00,South,E,4573,2,28.38,0.0,56.76,0
4689,2024-01-04 06:08:00,West,B,7865,2,34.2,0.0,68.4,0
4690,2024-01-04 06:09:00,Center,C,8729,6,17.74,0.1,95.8,1
4691,2024-01-04 06:10:00,West,C,7897,1,24.67,0.0,24.67,0
4692,2024-01-04 06:11:00,South,B,5919,2,37.88,0.0,75.76,0
4693,2024-01-04 06:12:00,South,D,3949,7,13.42,0.15,79.85,1
4694,2024-01-04 06:13:00,South,F,8045,6,31.01,0.0,186.06,0
4695,2024-01-04 06:14:00,North,C,7647,5,18.19,0.0,90.95,0
4696,2024-01-04 06:15:00,Center,D,8090,2,20.06,0.05,38.11,1
4697,2024-01-04 06:16:00,West,F,8913,3,11.93,0.05,34.0,1
4698,2024-01-04 06:17:00,North,C,1078,5,22.9,0.0,114.5,0
4699,2024-01-04 06:18:00,North,F,3607,4,20.36,0.15,69.22,1
4700,2024-01-04 06:19:00,North,F,8608,1,49.63,0.05,47.15,1
4701,2024-01-04 06:20:00,North,A,9227,7,15.69,0.03,106.54,1
4702,2024-01-04 06:21:00,North,F,9928,5,15.3,0.0,76.5,0
4703,2024-01-04 06:22:00,West,C,3834,3,41.76,0.0,125.28,0
4704,2024-01-04 06:23:00,South,C,7943,4,32.1,0.05,121.98,1
4705,2024-01-04 06:24:00,North,B,1168,4,20.07,0.0,80.28,0
4706,2024-01-04 06:25:00,East,D,8502,3,29.28,0.1,79.06,1
4707,2024-01-04 06:26:00,Center,D,4245,2,29.59,0.0,59.18,0
4708,2024-01-04 06:27:00,South,D,5105,3,15.31,0.05,43.63,1
4709,2024-01-04 06:28:00,East,D,2019,2,11.91,0.05,22.63,1
4710,2024-01-04 06:29:00,East,C,6630,4,27.63,0.03,107.2,1
4711,2024-01-04 06:30:00,East,D,5051,7,15.44,0.05,102.68,1
4712,2024-01-04 06:31:00,Center,D,9307,3,20.38,0.1,55.03,1
4713,2024-01-04 06:32:00,West,F,9693,1,11.09,0.0,11.09,0
4714,2024-01-04 06:33:00,East,B,5408,6,42.59,0.05,242.76,1
4715,2024-01-04 06:34:00,North,A,9898,1,24.1,0.0,24.1,0
4716,2024-01-04 06:35:00,West,D,3163,7,19.44,0.0,136.08,0
4717,2024-01-04 06:36:00,East,B,4257,1,16.57,0.0,16.57,0
4718,2024-01-04 06:37:00,South,A,1939,3,21.27,0.05,60.62,1
4719,2024-01-04 06:38:00,Center,E,4757,5,10.51,0.15,44.67,1
4720,2024-01-04 06:39:00,East,B,1253,4,17.06,0.0,68.24,0
4721,2024-01-04 06:40:00,North,B,9130,4,30.44,0.03,118.11,1
4722,2024-01-04 06:41:00,West,B,3423,1,15.29,0.03,14.83,1
4723,2024-01-04 06:42:00,East,A,1181,5,32.19,0.0,160.95,0
4724,2024-01-04 06:43:00,Center,F,7918,6,24.26,0.0,145.56,0
4725,2024-01-04 06:44:00,Center,D,1707,2,10.79,0.0,21.58,0
4726,2024-01-04 06:45:00,South,B,6463,4,27.51,0.15,93.53,1
4727,2024-01-04 06:46:00,South,C,1293,3,14.17,0.0,42.51,0
4728,2024-01-04 06:47:00,West,A,7765,2,30.3,0.0,60.6,0
4729,2024-01-04 06:48:00,South,F,3459,3,11.62,0.03,33.81,1
4730,2024-01-04 06:49:00,East,D,3461,7,30.64,0.0,214.48,0
4731,2024-01-04 06:50:00,East,E,6987,6,12.12,0.1,65.45,1
4732,2024-01-04 06:51:00,North,C,1377,6,31.5,0.1,170.1,1
4733,2024-01-04 06:52:00,Center,A,2505,2,29.46,0.03,57.15,1
4734,2024-01-04 06:53:00,Center,E,4928,7,19.68,0.03,133.63,1
4735,2024-01-04 06:54:00,South,D,7853,1,36.63,0.05,34.8,1
4736,2024-01-04 06:55:00,South,A,4574,4,19.67,0.05,74.75,1
4737,2024-01-04 06:56:00,North,F,3957,6,14.19,0.0,85.14,0
4738,2024-01-04 06:57:00,South,B,3523,2,15.7,0.05,29.83,1
4739,2024-01-04 06:58:00,South,E,1552,6,10.42,0.05,59.39,1
4740,2024-01-04 06:59:00,Center,F,3869,4,28.48,0.0,113.92,0
4741,2024-01-04 07:00:00,East,A,4988,6,25.61,0.0,153.66,0
4742,2024-01-04 07:01:00,South,D,2699,4,15.27,0.05,58.03,1
4743,2024-01-04 07:02:00,South,B,9448,6,26.55,0.0,159.3,0
4744,2024-01-04 07:03:00,West,B,7422,1,36.31,0.0,36.31,0
4745,2024-01-04 07:04:00,North,E,7712,7,30.46,0.1,191.9,1
4746,2024-01-04 07:05:00,South,E,3919,3,20.04,0.0,60.12,0
4747,2024-01-04 07:06:00,South,C,1421,2,4.76,0.05,9.04,1
4748,2024-01-04 07:07:00,South,F,4208,1,11.14,0.0,11.14,0
4749,2024-01-04 07:08:00,Center,B,5656,7,39.38,0.05,261.88,1
4750,2024-01-04 07:09:00,North,A,9637,6,15.9,0.05,90.63,1
4751,2024-01-04 07:10:00,North,B,8194,2,32.41,0.05,61.58,1
4752,2024-01-04 07:11:00,South,E,6643,1,21.54,0.0,21.54,0
4753,2024-01-04 07:12:00,South,E,9208,5,17.42,0.0,87.1,0
4754,2024-01-04 07:13:00,North,A,1596,2,20.65,0.05,39.23,1
4755,2024-01-04 07:14:00,East,A,5001,6,12.66,0.05,72.16,1
4756,2024-01-04 07:15:00,North,D,6511,2,40.78,0.0,81.56,0
4757,2024-01-04 07:16:00,South,A,4574,5,16.11,0.03,78.13,1
4758,2024-01-04 07:17:00,East,D,4519,6,42.72,0.0,256.32,0
4759,2024-01-04 07:18:00,West,B,7218,5,37.58,0.03,182.26,1
4760,2024-01-04 07:19:00,Center,A,9012,3,9.26,0.0,27.78,0
4761,2024-01-04 07:20:00,South,F,6175,7,19.84,0.05,131.94,1
4762,2024-01-04 07:21:00,Center,A,1956,7,18.2,0.0,127.4,0
4763,2024-01-04 07:22:00,West,C,7605,7,27.49,0.0,192.43,0
4764,2024-01-04 07:23:00,Center,A,3696,6,14.15,0.03,82.35,1
4765,2024-01-04 07:24:00,North,A,6315,3,13.25,0.15,33.79,1
4766,2024-01-04 07:25:00,West,B,5466,7,21.3,0.1,134.19,1
4767,2024-01-04 07:26:00,East,E,9872,3,15.2,0.03,44.23,1
4768,2024-01-04 07:27:00,North,E,9987,7,22.67,0.03,153.93,1
4769,2024-01-04 07:28:00,North,D,2452,6,15.95,0.05,90.92,1
4770,2024-01-04 07:29:00,East,E,1371,2,29.26,0.0,58.52,0
4771,2024-01-04 07:30:00,North,B,1661,6,16.21,0.05,92.4,1
4772,2024-01-04 07:31:00,West,D,3178,7,18.71,0.05,124.42,1
4773,2024-01-04 07:32:00,East,F,4639,7,17.58,0.0,123.06,0
4774,2024-01-04 07:33:00,South,E,9266,5,13.32,0.03,64.6,1
4775,2024-01-04 07:34:00,West,F,7695,4,32.5,0.1,117.0,1
4776,2024-01-04 07:35:00,North,F,5043,7,14.93,0.0,104.51,0
4777,2024-01-04 07:36:00,South,C,4620,5,10.75,0.1,48.38,1
4778,2024-01-04 07:37:00,East,B,4309,7,24.07,0.0,168.49,0
4779,2024-01-04 07:38:00,West,F,9739,2,16.98,0.1,30.56,1
4780,2024-01-04 07:39:00,East,E,9214,6,21.69,0.1,117.13,1
4781,2024-01-04 07:40:00,West,C,5760,5,21.99,0.05,104.45,1
4782,2024-01-04 07:41:00,South,E,9570,3,26.36,0.05,75.13,1
4783,2024-01-04 07:42:00,North,C,3291,6,17.32,0.0,103.92,0
4784,2024-01-04 07:43:00,South,A,9886,1,21.88,0.1,19.69,1
4785,2024-01-04 07:44:00,East,B,7537,3,27.33,0.15,69.69,1
4786,2024-01-04 07:45:00,South,F,3763,6,31.15,0.05,177.55,1
4787,2024-01-04 07:46:00,South,A,5659,6,21.59,0.0,129.54,0
4788,2024-01-04 07:47:00,East,B,9197,5,20.89,0.0,104.45,0
4789,2024-01-04 07:48:00,Center,D,8179,1,13.4,0.0,13.4,0
4790,2024-01-04 07:49:00,North,B,8642,4,24.36,0.0,97.44,0
4791,2024-01-04 07:50:00,West,A,9069,7,43.01,0.0,301.07,0
4792,2024-01-04 07:51:00,Center,E,2949,4,19.32,0.05,73.42,1
4793,2024-01-04 07:52:00,South,D,3152,5,43.27,0.0,216.35,0
4794,2024-01-04 07:53:00,West,C,3005,2,9.54,0.05,18.13,1
4795,2024-01-04 07:54:00,Center,D,2925,1,20.83,0.05,19.79,1
4796,2024-01-04 07:55:00,North,A,4932,5,18.26,0.0,91.3,0
4797,2024-01-04 07:56:00,North,B,9600,3,32.83,0.05,93.57,1
4798,2024-01-04 07:57:00,Center,F,5957,2,18.54,0.0,37.08,0
4799,2024-01-04 07:58:00,West,A,1274,7,25.83,0.03,175.39,1
4800,2024-01-04 07:59:00,West,A,1904,5,15.5,0.0,77.5,0
4801,2024-01-04 08:00:00,West,F,4999,1,13.62,0.0,13.62,0
4802,2024-01-04 08:01:00,West,E,2579,4,6.8,0.0,27.2,0
4803,2024-01-04 08:02:00,South,C,4141,5,9.94,0.05,47.22,1
4804,2024-01-04 08:03:00,East,E,1971,6,13.9,0.03,80.9,1
4805,2024-01-04 08:04:00,East,F,4961,6,9.1,0.0,54.6,0
4806,2024-01-04 08:05:00,North,F,8146,6,17.45,0.05,99.46,1
4807,2024-01-04 08:06:00,East,B,6478,2,11.48,0.05,21.81,1
4808,2024-01-04 08:07:00,West,C,4692,3,15.12,0.0,45.36,0
4809,2024-01-04 08:08:00,West,E,8281,2,15.78,0.0,31.56,0
4810,2024-01-04 08:09:00,South,C,2720,2,29.98,0.05,56.96,1
4811,2024-01-04 08:10:00,East,B,2583,3,9.2,0.05,26.22,1
4812,2024-01-04 08:11:00,North,C,2262,7,33.72,0.1,212.44,1
4813,2024-01-04 08:12:00,East,F,4451,6,27.35,0.0,164.1,0
4814,2024-01-04 08:13:00,Center,C,4185,7,23.53,0.0,164.71,0
4815,2024-01-04 08:14:00,South,D,1284,2,36.66,0.0,73.32,0
4816,2024-01-04 08:15:00,East,A,8720,7,28.73,0.03,195.08,1
4817,2024-01-04 08:16:00,East,B,1607,7,16.11,0.0,112.77,0
4818,2024-01-04 08:17:00,South,C,9983,7,12.9,0.0,90.3,0
4819,2024-01-04 08:18:00,Center,A,3399,2,20.8,0.0,41.6,0
4820,2024-01-04 08:19:00,South,B,8392,5,20.01,0.0,100.05,0
4821,2024-01-04 08:20:00,East,D,8865,5,10.14,0.05,48.16,1
4822,2024-01-04 08:21:00,South,E,8815,5,33.59,0.1,151.16,1
4823,2024-01-04 08:22:00,South,F,1406,6,17.18,0.1,92.77,1
4824,2024-01-04 08:23:00,West,D,4905,2,17.47,0.0,34.94,0
4825,2024-01-04 08:24:00,South,C,2594,1,15.66,0.03,15.19,1
4826,2024-01-04 08:25:00,West,D,7923,3,17.81,0.03,51.83,1
4827,2024-01-04 08:26:00,East,A,9396,3,7.51,0.1,20.28,1
4828,2024-01-04 08:27:00,South,E,4213,4,7.32,0.0,29.28,0
4829,2024-01-04 08:28:00,Center,B,1471,5,24.59,0.03,119.26,1
4830,2024-01-04 08:29:00,South,F,5622,1,12.5,0.0,12.5,0
4831,2024-01-04 08:30:00,South,E,1740,6,13.48,0.0,80.88,0
4832,2024-01-04 08:31:00,West,E,9886,3,9.95,0.0,29.85,0
4833,2024-01-04 08:32:00,West,D,5657,6,13.03,0.05,74.27,1
4834,2024-01-04 08:33:00,South,A,5837,7,12.81,0.0,89.67,0
4835,2024-01-04 08:34:00,Center,A,7148,1,32.48,0.03,31.51,1
4836,2024-01-04 08:35:00,Center,C,5530,4,14.52,0.05,55.18,1
4837,2024-01-04 08:36:00,North,D,5600,5,60.41,0.0,302.05,0
4838,2024-01-04 08:37:00,North,F,4060,4,21.63,0.0,86.52,0
4839,2024-01-04 08:38:00,South,D,1969,3,14.84,0.05,42.29,1
4840,2024-01-04 08:39:00,West,B,4388,5,35.31,0.1,158.9,1
4841,2024-01-04 08:40:00,Center,D,1252,3,14.94,0.1,40.34,1
4842,2024-01-04 08:41:00,North,E,3059,6,13.38,0.0,80.28,0
4843,2024-01-04 08:42:00,North,B,3397,2,20.92,0.0,41.84,0
4844,2024-01-04 08:43:00,West,C,3147,1,26.76,0.0,26.76,0
4845,2024-01-04 08:44:00,West,A,5165,1,15.89,0.0,15.89,0
4846,2024-01-04 08:45:00,East,D,8240,1,22.97,0.15,19.52,1
4847,2024-01-04 08:46:00,East,F,3139,2,39.63,0.0,79.26,0
4848,2024-01-04 08:47:00,South,A,2199,5,30.57,0.05,145.21,1
4849,2024-01-04 08:48:00,South,F,5193,7,10.44,0.05,69.43,1
4850,2024-01-04 08:49:00,East,B,2225,7,21.84,0.1,137.59,1
4851,2024-01-04 08:50:00,South,E,8592,4,7.65,0.0,30.6,0
4852,2024-01-04 08:51:00,East,F,1530,3,15.65,0.0,46.95,0
4853,2024-01-04 08:52:00,South,A,6928,1,18.51,0.0,18.51,0
4854,2024-01-04 08:53:00,East,A,6936,7,41.1,0.05,273.32,1
4855,2024-01-04 08:54:00,South,D,4312,2,23.94,0.0,47.88,0
4856,2024-01-04 08:55:00,Center,B,2085,5,21.91,0.15,93.12,1
4857,2024-01-04 08:56:00,South,F,3363,6,118.54,0.0,711.24,0
4858,2024-01-04 08:57:00,North,B,9421,3,22.34,0.05,63.67,1
4859,2024-01-04 08:58:00,West,A,5755,2,9.53,0.0,19.06,0
4860,2024-01-04 08:59:00,Center,D,1258,4,37.24,0.05,141.51,1
4861,2024-01-04 09:00:00,Center,B,1878,2,27.56,0.0,55.12,0
4862,2024-01-04 09:01:00,West,A,4627,3,13.5,0.05,38.48,1
4863,2024-01-04 09:02:00,South,E,2083,3,5.3,0.0,15.9,0
4864,2024-01-04 09:03:00,South,E,3123,7,42.19,0.05,280.56,1
4865,2024-01-04 09:04:00,Center,A,6320,3,21.18,0.05,60.36,1
4866,2024-01-04 09:05:00,South,B,9241,5,17.71,0.15,75.27,1
4867,2024-01-04 09:06:00,North,A,2303,1,19.55,0.15,16.62,1
4868,2024-01-04 09:07:00,West,C,9183,2,26.55,0.1,47.79,1
4869,2024-01-04 09:08:00,North,F,7536,6,24.39,0.0,146.34,0
4870,2024-01-04 09:09:00,East,F,8010,3,10.43,0.0,31.29,0
4871,2024-01-04 09:10:00,North,F,4507,3,23.4,0.0,70.2,0
4872,2024-01-04 09:11:00,South,D,3104,3,25.33,0.05,72.19,1
4873,2024-01-04 09:12:00,North,C,6526,6,16.88,0.0,101.28,0
4874,2024-01-04 09:13:00,Center,C,1067,2,10.1,0.05,19.19,1
4875,2024-01-04 09:14:00,East,F,9645,1,16.9,0.0,16.9,0
4876,2024-01-04 09:15:00,Center,F,1585,7,38.49,0.05,255.96,1
4877,2024-01-04 09:16:00,East,E,4296,6,29.65,0.1,160.11,1
4878,2024-01-04 09:17:00,South,A,9200,1,33.2,0.05,31.54,1
4879,2024-01-04 09:18:00,West,D,6415,4,40.9,0.0,163.6,0
4880,2024-01-04 09:19:00,North,F,3595,4,32.55,0.0,130.2,0
4881,2024-01-04 09:20:00,Center,E,7164,4,38.78,0.0,155.12,0
4882,2024-01-04 09:21:00,East,B,4971,5,19.73,0.03,95.69,1
4883,2024-01-04 09:22:00,West,E,8600,6,22.85,0.0,137.1,0
4884,2024-01-04 09:23:00,Center,D,8746,5,21.06,0.1,94.77,1
4885,2024-01-04 09:24:00,West,A,3196,7,8.25,0.03,56.02,1
4886,2024-01-04 09:25:00,Center,C,3085,5,39.83,0.0,199.15,0
4887,2024-01-04 09:26:00,South,C,9194,1,11.96,0.03,11.6,1
4888,2024-01-04 09:27:00,Center,E,1917,1,31.15,0.0,31.15,0
4889,2024-01-04 09:28:00,West,A,2910,5,36.05,0.1,162.22,1
4890,2024-01-04 09:29:00,South,F,3908,1,23.11,0.05,21.95,1
4891,2024-01-04 09:30:00,North,C,7967,2,27.6,0.03,53.54,1
4892,2024-01-04 09:31:00,South,A,5481,6,27.13,0.0,162.78,0
4893,2024-01-04 09:32:00,North,A,1038,1,23.51,0.0,23.51,0
4894,2024-01-04 09:33:00,Center,E,7643,5,22.89,0.1,103.01,1
4895,2024-01-04 09:34:00,West,E,5469,5,15.47,0.05,73.48,1
4896,2024-01-04 09:35:00,South,D,6352,3,25.1,0.05,71.54,1
4897,2024-01-04 09:36:00,East,E,5365,7,19.59,0.0,137.13,0
4898,2024-01-04 09:37:00,South,A,8572,6,23.4,0.1,126.36,1
4899,2024-01-04 09:38:00,West,A,3619,4,34.58,0.0,138.32,0
4900,2024-01-04 09:39:00,South,F,6361,4,13.52,0.05,51.38,1
4901,2024-01-04 09:40:00,East,B,1612,1,33.41,0.05,31.74,1
4902,2024-01-04 09:41:00,Center,D,2152,3,20.67,0.0,62.01,0
4903,2024-01-04 09:42:00,West,C,5091,2,15.53,0.05,29.51,1
4904,2024-01-04 09:43:00,West,B,4792,1,18.97,0.0,18.97,0
4905,2024-01-04 09:44:00,South,D,2914,1,29.55,0.0,29.55,0
4906,2024-01-04 09:45:00,East,F,9497,3,9.94,0.05,28.33,1
4907,2024-01-04 09:46:00,East,E,5994,5,6.81,0.0,34.05,0
4908,2024-01-04 09:47:00,Center,F,9768,7,11.03,0.15,65.63,1
4909,2024-01-04 09:48:00,West,D,2336,3,28.64,0.0,85.92,0
4910,2024-01-04 09:49:00,South,A,8678,5,16.37,0.05,77.76,1
4911,2024-01-04 09:50:00,South,C,3857,4,34.9,0.0,139.6,0
4912,2024-01-04 09:51:00,Center,F,4715,3,28.09,0.1,75.84,1
4913,2024-01-04 09:52:00,North,B,2333,6,24.01,0.03,139.74,1
4914,2024-01-04 09:53:00,Center,C,6055,5,34.67,0.0,173.35,0
4915,2024-01-04 09:54:00,Center,A,2683,6,21.41,0.05,122.04,1
4916,2024-01-04 09:55:00,West,C,2992,1,31.43,0.15,26.72,1
4917,2024-01-04 09:56:00,West,F,6424,2,21.62,0.1,38.92,1
4918,2024-01-04 09:57:00,East,F,4690,4,11.51,0.0,46.04,0
4919,2024-01-04 09:58:00,North,D,2997,2,27.1,0.0,54.2,0
4920,2024-01-04 09:59:00,Center,D,6805,5,27.16,0.0,135.8,0
4921,2024-01-04 10:00:00,South,A,8472,4,18.3,0.0,73.2,0
4922,2024-01-04 10:01:00,South,C,1127,6,15.53,0.05,88.52,1
4923,2024-01-04 10:02:00,South,A,8100,5,38.32,0.1,172.44,1
4924,2024-01-04 10:03:00,Center,F,3856,7,29.46,0.0,206.22,0
4925,2024-01-04 10:04:00,East,C,1043,1,17.35,0.03,16.83,1
4926,2024-01-04 10:05:00,Center,F,9629,3,17.43,0.05,49.68,1
4927,2024-01-04 10:06:00,South,F,8706,3,25.45,0.03,74.06,1
4928,2024-01-04 10:07:00,South,A,7603,2,7.97,0.0,15.94,0
4929,2024-01-04 10:08:00,West,C,1439,1,16.08,0.1,14.47,1
4930,2024-01-04 10:09:00,West,C,5718,2,12.94,0.0,25.88,0
4931,2024-01-04 10:10:00,West,F,2541,6,28.55,0.0,171.3,0
4932,2024-01-04 10:11:00,West,F,2981,4,24.3,0.1,87.48,1
4933,2024-01-04 10:12:00,East,D,5468,4,44.71,0.0,178.84,0
4934,2024-01-04 10:13:00,Center,F,9119,7,17.9,0.0,125.3,0
4935,2024-01-04 10:14:00,East,F,3813,1,17.09,0.05,16.24,1
4936,2024-01-04 10:15:00,South,D,8841,5,33.34,0.05,158.36,1
4937,2024-01-04 10:16:00,North,D,3625,1,12.97,0.05,12.32,1
4938,2024-01-04 10:17:00,East,F,9577,6,75.38,0.0,452.28,0
4939,2024-01-04 10:18:00,East,B,6607,5,11.73,0.0,58.65,0
4940,2024-01-04 10:19:00,South,F,3111,4,26.35,0.03,102.24,1
4941,2024-01-04 10:20:00,South,D,2978,6,9.88,0.03,57.5,1
4942,2024-01-04 10:21:00,West,C,9898,6,32.78,0.03,190.78,1
4943,2024-01-04 10:22:00,West,B,3569,2,35.81,0.1,64.46,1
4944,2024-01-04 10:23:00,Center,A,4862,4,15.55,0.0,62.2,0
4945,2024-01-04 10:24:00,North,C,3192,3,32.61,0.1,88.05,1
4946,2024-01-04 10:25:00,East,E,1092,1,51.46,0.03,49.92,1
4947,2024-01-04 10:26:00,Center,B,8410,5,29.34,0.05,139.36,1
4948,2024-01-04 10:27:00,South,F,3993,1,19.57,0.0,19.57,0
4949,2024-01-04 10:28:00,South,E,3870,1,33.12,0.0,33.12,0
4950,2024-01-04 10:29:00,North,B,1023,3,32.33,0.1,87.29,1
4951,2024-01-04 10:30:00,North,C,1741,5,18.28,0.03,88.66,1
4952,2024-01-04 10:31:00,East,C,3987,4,45.34,0.0,181.36,0
4953,2024-01-04 10:32:00,South,A,1006,2,27.12,0.05,51.53,1
4954,2024-01-04 10:33:00,Center,D,8483,1,19.51,0.15,16.58,1
4955,2024-01-04 10:34:00,South,F,8367,5,46.53,0.03,225.67,1
