client_id,age,income_rub,city,education,contract_type,tenure_months,purchases_6m,support_calls_6m,churn
CL44400103,66,93172.0,Москва,,Годовой,67,3.0,3,0
CL44400234,18,89294.0,Санкт‑Петербург,Высшее,Месячный,70,3.0,2,0
CL44400544,22,74822.0,Москва,Среднее специальное,Годовой,47,50.0,1,0
CL44400434,51,,Москва,,Месячный,31,,1,0
CL44400399,46,91848.0,Новосибирск,Магистратура,Месячный,62,3.0,1,0
CL44400143,59,93860.0,Москва,Высшее,Месячный,65,3.0,0,0
CL44400255,40,81185.0,Санкт‑Петербург,Высшее,Месячный,59,5.0,0,0
CL44400325,21,49702.0,Санкт‑Петербург,Магистратура,Месячный,5,7.0,1,1
CL44400273,45,37567.0,Санкт‑Петербург,Высшее,Годовой,2,10.0,2,0
CL44400511,69,43060.0,Новосибирск,Среднее специальное,Годовой,0,7.0,0,0
CL44400190,35,80800.0,Санкт‑Петербург,Среднее специальное,Двухлетний,54,6.0,2,0
CL44400550,30,97198.0,Санкт‑Петербург,Среднее специальное,Годовой,49,7.0,0,0
CL44400128,27,75851.0,Санкт‑Петербург,Высшее,Месячный,0,4.0,0,0
CL44400628,31,,Новосибирск,Магистратура,Двухлетний,61,2.0,1,0
CL44400554,60,119398.0,Новосибирск,Среднее специальное,Годовой,51,,2,0
CL44400494,64,31956.0,Санкт‑Петербург,Высшее,Годовой,3,8.0,2,0
CL44400032,45,70787.0,Казань,Среднее специальное,Двухлетний,63,2.0,0,0
CL44400578,64,27883.0,,Магистратура,Месячный,44,4.0,2,0
CL44400259,23,54665.0,Москва,,Месячный,34,6.0,1,0
CL44400333,67,106213.0,Симферополь,Среднее,Годовой,32,6.0,0,0
CL44400391,24,47724.0,Санкт‑Петербург,Среднее специальное,Годовой,11,10.0,2,0
CL44400373,42,59725.0,Санкт‑Петербург,Высшее,Годовой,52,4.0,0,0
CL44400030,55,91995.0,Санкт‑Петербург,Высшее,Месячный,5,7.0,1,0
CL44400154,25,68975.0,Казань,Высшее,Двухлетний,58,6.0,2,0
CL44400604,29,56932.0,Симферополь,Высшее,Двухлетний,40,4.0,2,0
CL44400432,39,64600.0,Санкт‑Петербург,Высшее,Двухлетний,35,7.0,2,0
CL44400499,44,43754.0,Москва,Высшее,Годовой,57,7.0,1,0
CL44400417,58,43771.0,Симферополь,Магистратура,Годовой,16,4.0,2,0
CL44400456,42,12113.0,Санкт‑Петербург,Среднее специальное,Годовой,26,9.0,2,0
CL44400313,66,78820.0,Новосибирск,Высшее,Месячный,46,6.0,0,0
CL44400204,44,87509.0,Севастополь,Магистратура,Годовой,7,5.0,2,0
CL44400111,68,38770.0,Симферополь,Высшее,Двухлетний,6,2.0,1,0
CL44400637,24,101149.0,Севастополь,Среднее,Годовой,13,64.0,1,0
CL44400213,30,38956.0,Симферополь,,Месячный,50,4.0,0,1
CL44400411,20,,Симферополь,Высшее,Двухлетний,2,4.0,0,0
CL44400512,54,55103.0,Новосибирск,Среднее,Годовой,58,8.0,2,0
CL44400054,63,55275.0,Казань,Магистратура,Двухлетний,57,,1,0
CL44400583,51,27977.0,Санкт‑Петербург,Среднее,Месячный,66,59.0,2,1
CL44400579,67,29058.0,Новосибирск,Высшее,Годовой,32,5.0,0,0
CL44400438,33,97355.0,Симферополь,Высшее,Двухлетний,13,3.0,2,0
CL44400205,0,107541.0,Москва,Среднее специальное,Месячный,56,4.0,5,0
CL44400601,47,71458.0,Санкт‑Петербург,Магистратура,Месячный,39,,2,0
CL44400209,40,65881.0,Симферополь,Высшее,Годовой,60,2.0,1,0
CL44400201,51,76470.0,Новосибирск,Среднее специальное,Месячный,66,4.0,0,0
CL44400299,21,,Москва,Высшее,Двухлетний,61,5.0,0,0
CL44400590,28,28062.0,Москва,Среднее,Месячный,65,8.0,0,0
CL44400289,0,50822.0,Санкт‑Петербург,Высшее,Годовой,14,4.0,0,0
CL44400051,69,43035.0,,Магистратура,Годовой,40,6.0,5,0
CL44400606,68,32182.0,Севастополь,Среднее,Двухлетний,64,6.0,2,0
CL44400083,53,66926.0,Москва,Среднее,Месячный,58,5.0,1,0
CL44400258,23,59929.0,Москва,Высшее,Месячный,37,7.0,3,0
CL44400229,30,71836.0,Казань,Высшее,Годовой,44,4.0,0,0
CL44400537,37,72757.0,Симферополь,,Месячный,34,3.0,0,0
CL44400404,40,95837.0,Санкт‑Петербург,Высшее,Годовой,43,,3,0
CL44400223,35,92333.0,Санкт‑Петербург,Высшее,Месячный,50,9.0,0,0
CL44400584,36,66109.0,Новосибирск,Высшее,Годовой,3,6.0,1,0
CL44400041,55,52357.0,Санкт‑Петербург,Высшее,Месячный,27,8.0,4,1
CL44400642,36,,Санкт‑Петербург,Магистратура,Двухлетний,12,4.0,1,0
CL44400031,69,65927.0,,Высшее,Месячный,40,,2,0
CL44400048,30,59589.0,Казань,Среднее,Годовой,27,0.0,1,0
CL44400268,43,70131.0,Новосибирск,Высшее,Месячный,39,8.0,0,0
CL44400165,21,55201.0,Москва,Магистратура,Годовой,50,60.0,0,0
CL44400530,59,28242.0,Новосибирск,Среднее специальное,Месячный,11,5.0,0,0
CL44400372,23,,Севастополь,Высшее,Месячный,49,9.0,1,0
CL44400008,66,75312.0,Казань,Высшее,Годовой,37,5.0,1,0
CL44400288,55,15664.0,Казань,Высшее,Месячный,25,7.0,2,0
CL44400317,42,,Симферополь,Среднее,Годовой,26,7.0,2,0
CL44400557,46,34433.0,Новосибирск,,Месячный,44,8.0,1,0
CL44400131,52,99688.0,Симферополь,,Месячный,28,6.0,1,0
CL44400275,64,55965.0,Санкт‑Петербург,Среднее специальное,Месячный,31,4.0,0,1
CL44400483,27,82506.0,Санкт‑Петербург,Среднее специальное,Месячный,42,6.0,0,0
CL44400318,47,69545.0,Казань,Среднее специальное,Месячный,40,8.0,0,0
CL44400341,28,28203.0,Москва,Среднее,Месячный,31,,0,0
CL44400328,33,97244.0,Санкт‑Петербург,Высшее,Годовой,60,3.0,1,0
CL44400129,27,82545.0,Симферополь,Среднее,Годовой,48,7.0,1,0
CL44400207,25,69869.0,Санкт‑Петербург,Среднее специальное,Месячный,70,8.0,1,0
CL44400645,59,54469.0,Севастополь,Среднее,Месячный,16,,1,1
CL44400404,40,95837.0,Санкт‑Петербург,Высшее,Годовой,43,,3,0
CL44400619,39,58517.0,Севастополь,,Годовой,1,5.0,0,0
CL44400384,39,,Санкт‑Петербург,Магистратура,Годовой,17,7.0,0,0
CL44400076,41,31372.0,Симферополь,Среднее,Двухлетний,46,57.0,1,0
CL44400261,57,94313.0,Казань,Среднее специальное,Двухлетний,19,7.0,0,0
CL44400390,38,50350.0,Севастополь,Высшее,Годовой,48,5.0,3,0
CL44400519,62,56336.0,Казань,Среднее специальное,Месячный,38,6.0,1,0
CL44400260,39,55588.0,Москва,Среднее,Годовой,49,7.0,1,0
CL44400462,67,95045.0,Новосибирск,Высшее,Двухлетний,49,7.0,2,0
CL44400424,44,73869.0,Новосибирск,Среднее специальное,Месячный,33,9.0,2,0
CL44400212,21,51323.0,Санкт‑Петербург,Высшее,Двухлетний,60,4.0,0,0
CL44400306,20,31094.0,Казань,Высшее,Двухлетний,52,4.0,2,0
CL44400612,61,57072.0,Санкт‑Петербург,Среднее специальное,Месячный,15,58.0,0,1
CL44400465,54,88355.0,Новосибирск,,Месячный,22,7.0,2,0
CL44400136,33,53548.0,Севастополь,Среднее специальное,Месячный,31,4.0,3,0
CL44400188,40,44252.0,Казань,Среднее специальное,Годовой,32,6.0,1,0
CL44400245,52,42754.0,Новосибирск,Высшее,Месячный,21,7.0,1,0
CL44400080,30,59605.0,Симферополь,Среднее специальное,Двухлетний,61,5.0,1,0
CL44400156,61,89783.0,Симферополь,Среднее,Месячный,33,3.0,2,0
CL44400139,45,8000.0,Симферополь,Среднее специальное,Годовой,22,7.0,2,0
CL44400264,36,90705.0,Казань,Высшее,Месячный,2,9.0,0,1
CL44400500,30,63614.0,Симферополь,Среднее специальное,Месячный,64,5.0,1,1
CL44400640,51,28256.0,Казань,Среднее,Месячный,16,4.0,2,0
CL44400321,26,53821.0,Новосибирск,Среднее,Месячный,24,9.0,0,0
CL44400016,32,61826.0,Санкт‑Петербург,Среднее специальное,Месячный,6,4.0,1,1
CL44400063,32,79359.0,Новосибирск,Среднее,Двухлетний,36,7.0,1,0
CL44400215,24,38516.0,Казань,Магистратура,Месячный,6,7.0,0,0
CL44400253,26,125273.0,Санкт‑Петербург,Высшее,Двухлетний,69,7.0,1,0
CL44400086,53,57058.0,Москва,Высшее,Двухлетний,64,3.0,0,0
CL44400447,27,93605.0,,Высшее,Годовой,24,5.0,4,0
CL44400000,49,59842.0,Севастополь,,Годовой,19,7.0,3,1
CL44400609,54,57916.0,Санкт‑Петербург,Магистратура,Двухлетний,16,,1,0
CL44400175,38,52963.0,Санкт‑Петербург,Среднее специальное,Месячный,35,4.0,1,0
CL44400416,43,70659.0,Симферополь,Среднее специальное,Месячный,21,6.0,2,0
CL44400183,60,59334.0,Санкт‑Петербург,Среднее специальное,Годовой,6,8.0,3,0
CL44400097,30,44825.0,Санкт‑Петербург,Среднее специальное,Месячный,2,10.0,0,0
CL44400361,34,11240.0,Москва,Среднее,Двухлетний,13,5.0,0,0
CL44400112,46,44346.0,Новосибирск,Магистратура,Месячный,4,7.0,3,1
CL44400350,41,121468.0,Санкт‑Петербург,Среднее,Годовой,56,7.0,0,0
CL44400334,34,85745.0,Санкт‑Петербург,Магистратура,Месячный,26,8.0,1,0
CL44400005,27,8000.0,,Среднее специальное,Месячный,42,67.0,0,0
CL44400047,18,54342.0,Санкт‑Петербург,Магистратура,Месячный,47,8.0,2,0
CL44400173,58,103311.0,,Среднее,Месячный,40,3.0,1,0
CL44400102,55,80445.0,Казань,Высшее,Годовой,22,14.0,0,0
CL44400347,60,68158.0,Казань,Высшее,Месячный,10,8.0,2,1
CL44400242,64,,Москва,Среднее,Месячный,16,10.0,0,0
CL44400441,42,89174.0,Москва,Высшее,Месячный,32,,2,0
CL44400576,24,,Санкт‑Петербург,Среднее специальное,Месячный,58,5.0,0,0
CL44400126,60,106040.0,Санкт‑Петербург,,Месячный,65,6.0,1,0
CL44400092,29,73560.0,Moscow,Среднее специальное,Годовой,34,3.0,1,0
CL44400392,64,110041.0,Казань,Магистратура,Месячный,12,5.0,0,0
CL44400171,64,36576.0,Москва,Высшее,Годовой,68,8.0,1,0
CL44400437,37,75064.0,Севастополь,Высшее,Месячный,19,8.0,1,0
CL44400539,55,97695.0,Москва,Высшее,Месячный,24,4.0,3,0
CL44400278,26,60164.0,,Высшее,Месячный,5,10.0,0,0
CL44400147,56,61193.0,Новосибирск,Среднее,Месячный,16,5.0,1,1
CL44400528,35,49518.0,Москва,Высшее,Годовой,24,6.0,1,0
CL44400026,33,93314.0,Санкт‑Петербург,Магистратура,Годовой,58,,2,0
CL44400618,46,246966.0,Новосибирск,Среднее специальное,Месячный,41,4.0,2,0
CL44400420,30,58117.0,Симферополь,Высшее,Годовой,59,12.0,2,0
CL44400358,46,28525.0,Казань,Высшее,Месячный,59,5.0,1,1
CL44400553,56,120217.0,Севастополь,Высшее,Месячный,10,6.0,2,0
CL44400300,51,87811.0,Казань,,Годовой,13,8.0,1,0
CL44400055,22,39685.0,Казань,Магистратура,Годовой,50,6.0,1,0
CL44400376,62,37666.0,,,Месячный,26,10.0,1,0
CL44400556,39,,Казань,Высшее,Годовой,66,,2,0
CL44400090,36,31785.0,Новосибирск,Магистратура,Годовой,16,,2,0
CL44400291,44,66058.0,Симферополь,Среднее,Годовой,11,,1,0
CL44400172,31,61302.0,Казань,Высшее,Годовой,68,10.0,1,0
CL44400386,29,,Санкт-Петербург,Магистратура,Месячный,48,9.0,0,0
CL44400158,53,81345.0,Санкт‑Петербург,Среднее специальное,Месячный,71,8.0,0,0
CL44400418,60,40572.0,Новосибирск,Среднее специальное,Месячный,26,6.0,2,1
CL44400274,31,24157.0,Симферополь,Магистратура,Годовой,26,6.0,0,0
CL44400548,67,10090.0,Москва,Среднее специальное,Двухлетний,66,5.0,1,0
CL44400185,28,73229.0,Санкт‑Петербург,Магистратура,Месячный,5,5.0,0,0
CL44400536,62,99544.0,Москва,Среднее специальное,Двухлетний,15,4.0,2,0
CL44400123,27,47866.0,Санкт‑Петербург,Высшее,Годовой,60,7.0,2,0
CL44400322,51,62911.0,,Высшее,Месячный,31,2.0,3,0
CL44400577,19,75160.0,Москва,Среднее специальное,Двухлетний,20,5.0,1,0
CL44400575,56,86673.0,Москва,Высшее,Годовой,47,3.0,2,0
CL44400227,45,,Москва,Магистратура,Годовой,5,3.0,2,0
CL44400382,20,64692.0,Москва,Среднее специальное,Месячный,30,3.0,1,0
CL44400166,58,88744.0,Севастополь,Среднее специальное,Двухлетний,54,8.0,2,0
CL44400450,52,31241.0,Новосибирск,Среднее специальное,Месячный,39,5.0,2,1
CL44400345,59,32135.0,Санкт‑Петербург,Высшее,Месячный,9,7.0,1,0
CL44400219,58,24310.0,Новосибирск,Среднее,Годовой,30,5.0,1,0
CL44400614,38,71808.0,Москва,,Годовой,57,3.0,2,0
CL44400497,50,94157.0,Новосибирск,Среднее,Двухлетний,32,5.0,3,0
CL44400467,44,79548.0,Санкт‑Петербург,Магистратура,Месячный,21,5.0,4,0
CL44400159,64,72467.0,Москва,Высшее,Месячный,48,,0,0
CL44400337,36,81310.0,Новосибирск,Высшее,Годовой,50,4.0,1,0
CL44400267,60,48606.0,Севастополь,Среднее специальное,Месячный,4,,1,0
CL44400639,48,33769.0,Санкт‑Петербург,Среднее,Годовой,55,11.0,0,0
CL44400081,120,105743.0,Москва,Среднее специальное,Годовой,52,7.0,1,0
CL44400532,42,81158.0,Симферополь,Высшее,Двухлетний,59,8.0,1,0
CL44400481,50,114755.0,Новосибирск,Высшее,Годовой,53,6.0,1,0
CL44400067,31,71480.0,Санкт‑Петербург,Среднее специальное,Месячный,0,4.0,2,0
CL44400371,55,61289.0,Москва,Высшее,Месячный,22,2.0,1,0
CL44400348,62,100666.0,Санкт‑Петербург,Высшее,Месячный,7,7.0,1,0
CL44400359,31,73186.0,Казань,Магистратура,Годовой,31,5.0,1,0
CL44400029,69,89514.0,Санкт‑Петербург,Среднее,Двухлетний,16,5.0,1,0
CL44400393,58,83238.0,Казань,Магистратура,Месячный,26,6.0,2,0
CL44400629,23,8000.0,Санкт‑Петербург,Высшее,Годовой,68,,2,0
CL44400145,22,82628.0,Казань,Среднее специальное,Двухлетний,25,1.0,0,0
CL44400211,28,63118.0,Новосибирск,,Месячный,62,4.0,1,1
CL44400020,23,,Санкт‑Петербург,Высшее,Месячный,68,3.0,4,0
CL44400108,64,35484.0,Новосибирск,,Месячный,44,4.0,2,0
CL44400252,57,68042.0,Севастополь,Среднее специальное,Месячный,36,,1,1
CL44400587,58,98430.0,Казань,Среднее,Двухлетний,23,6.0,2,0
CL44400414,45,84853.0,Москва,Среднее специальное,Месячный,27,8.0,2,0
CL44400152,42,64079.0,,Среднее специальное,Месячный,30,6.0,1,0
CL44400380,45,43443.0,Москва,Высшее,Двухлетний,31,5.0,3,0
CL44400061,57,56752.0,Казань,Высшее,Двухлетний,67,5.0,2,0
CL44400405,38,74294.0,Новосибирск,Среднее,Месячный,53,6.0,1,0
CL44400644,35,65374.0,Севастополь,Высшее,Месячный,47,4.0,0,1
CL44400430,26,84483.0,Севастополь,Магистратура,Месячный,33,8.0,1,0
CL44400585,51,55071.0,Севастополь,Магистратура,Месячный,10,3.0,1,1
CL44400302,69,68988.0,Новосибирск,Магистратура,Годовой,2,7.0,0,0
CL44400622,44,78791.0,Симферополь,Среднее специальное,Месячный,44,11.0,2,0
CL44400224,44,,Москва,Высшее,Годовой,10,7.0,0,0
CL44400419,120,39256.0,Новосибирск,Среднее специальное,Месячный,65,8.0,2,1
CL44400398,21,59832.0,Москва,Высшее,Годовой,7,10.0,1,0
CL44400059,46,55327.0,Казань,Среднее специальное,Месячный,57,9.0,1,0
CL44400079,41,87732.0,Казань,Среднее,Двухлетний,58,3.0,3,0
CL44400293,59,68880.0,Москва,Высшее,Годовой,68,4.0,0,0
CL44400312,62,33937.0,Новосибирск,Высшее,Месячный,39,5.0,0,0
CL44400527,32,13410.0,Санкт‑Петербург,Высшее,Годовой,31,8.0,0,0
CL44400269,63,36427.0,Санкт‑Петербург,Среднее,Годовой,52,3.0,2,0
CL44400140,45,83118.0,Москва,Высшее,Двухлетний,43,6.0,1,0
CL44400377,23,60399.0,Казань,Высшее,Месячный,11,5.0,3,1
CL44400408,29,,Новосибирск,,Годовой,27,,2,0
CL44400014,20,67683.0,Казань,Высшее,Месячный,61,6.0,1,0
CL44400439,37,53541.0,Казань,Магистратура,Годовой,40,6.0,0,0
CL44400563,33,42838.0,Новосибирск,Среднее специальное,Месячный,53,5.0,2,0
CL44400137,42,79893.0,Санкт‑Петербург,Высшее,Годовой,64,4.0,0,0
CL44400045,53,45239.0,Санкт‑Петербург,Высшее,Месячный,27,5.0,3,0
CL44400538,63,116115.0,Новосибирск,Среднее специальное,Месячный,23,6.0,0,0
CL44400476,37,60850.0,Казань,Магистратура,Месячный,61,3.0,0,0
CL44400230,31,,Москва,Среднее,Двухлетний,56,6.0,3,0
CL44400122,68,38727.0,Казань,Среднее специальное,Месячный,60,8.0,0,0
CL44400498,31,92098.0,Санкт‑Петербург,Магистратура,Месячный,36,3.0,0,0
CL44400068,48,36435.0,Москва,Магистратура,Годовой,2,5.0,1,0
CL44400262,48,66760.0,Москва,Магистратура,Годовой,54,7.0,2,0
CL44400626,23,63807.0,Новосибирск,,Годовой,5,5.0,1,0
CL44400254,52,35683.0,Санкт‑Петербург,Среднее специальное,Годовой,12,5.0,0,0
CL44400552,27,75705.0,Moscow,Магистратура,Месячный,15,4.0,1,0
CL44400342,18,22535.0,Москва,Среднее,Годовой,53,8.0,2,0
CL44400146,64,8000.0,Казань,Высшее,Годовой,58,8.0,2,0
CL44400202,25,81378.0,Казань,Среднее специальное,Месячный,12,,0,0
CL44400454,58,99698.0,Москва,Высшее,Месячный,58,33.0,1,0
CL44400099,48,82675.0,Казань,Среднее специальное,Двухлетний,24,6.0,0,1
CL44400169,58,104388.0,Новосибирск,Среднее специальное,Месячный,20,6.0,1,0
CL44400235,41,74776.0,Казань,Среднее специальное,Месячный,24,5.0,0,0
CL44400366,61,,Новосибирск,Среднее специальное,Месячный,16,8.0,2,0
CL44400307,30,56221.0,Москва,,Двухлетний,40,14.0,1,0
CL44400002,56,81505.0,Казань,Высшее,Месячный,41,2.0,1,0
CL44400125,24,87480.0,Севастополь,Магистратура,Месячный,31,6.0,4,0
CL44400181,68,71407.0,Санкт‑Петербург,Среднее специальное,Годовой,34,5.0,0,0
CL44400634,38,,Новосибирск,Высшее,Месячный,56,3.0,2,0
CL44400109,56,103250.0,Москва,Высшее,Месячный,69,8.0,1,0
CL44400616,60,99220.0,Санкт‑Петербург,Высшее,Месячный,38,9.0,0,0
CL44400568,37,98096.0,Казань,Среднее,Месячный,18,8.0,0,1
CL44400395,69,86050.0,Казань,Высшее,Годовой,29,10.0,3,1
CL44400595,38,65301.0,Севастополь,Магистратура,Месячный,52,6.0,2,0
CL44400024,55,66147.0,Новосибирск,Высшее,Годовой,66,4.0,4,0
CL44400402,39,54810.0,Севастополь,Среднее специальное,Годовой,27,2.0,2,0
CL44400231,64,94959.0,Москва,Среднее специальное,Двухлетний,46,6.0,0,0
CL44400114,61,92842.0,Казань,Среднее,Годовой,66,5.0,0,0
CL44400330,24,93315.0,Казань,Среднее,Месячный,25,11.0,2,0
CL44400582,38,66537.0,Москва,Высшее,Двухлетний,49,3.0,0,0
CL44400138,37,61015.0,Симферополь,Магистратура,Двухлетний,55,6.0,0,0
CL44400091,64,103377.0,Москва,Среднее специальное,Месячный,20,4.0,2,0
CL44400485,38,98964.0,Москва,Высшее,Годовой,45,5.0,1,0
CL44400383,46,47050.0,Симферополь,Высшее,Месячный,61,3.0,2,0
CL44400369,48,67552.0,Москва,Среднее специальное,Годовой,47,8.0,1,0
CL44400019,62,32351.0,Новосибирск,Высшее,Месячный,23,7.0,0,1
CL44400057,38,71806.0,Симферополь,Среднее специальное,Месячный,17,2.0,1,1
CL44400237,50,99784.0,Новосибирск,Высшее,Двухлетний,16,5.0,0,0
CL44400043,21,114526.0,Санкт‑Петербург,Среднее специальное,Месячный,18,7.0,0,0
CL44400630,24,97060.0,Новосибирск,Среднее специальное,Месячный,12,8.0,1,0
CL44400279,65,75500.0,Новосибирск,Среднее специальное,Месячный,46,4.0,2,1
CL44400506,55,554640.0,Симферополь,Высшее,Месячный,43,8.0,2,0
CL44400409,55,53767.0,Симферополь,Среднее специальное,Двухлетний,46,7.0,1,0
CL44400516,69,79652.0,Санкт‑Петербург,Высшее,Годовой,68,8.0,1,0
CL44400039,65,41083.0,Севастополь,,Месячный,5,4.0,0,1
CL44400638,22,53546.0,Новосибирск,Магистратура,Месячный,28,5.0,1,1
CL44400543,49,41339.0,Севастополь,Высшее,Месячный,58,7.0,1,1
CL44400635,40,70068.0,Симферополь,,Годовой,14,4.0,0,1
CL44400236,52,57051.0,Казань,Высшее,Месячный,41,0.0,0,0
CL44400297,18,96465.0,Симферополь,Среднее,Месячный,17,,2,0
CL44400354,32,79268.0,Санкт‑Петербург,Среднее,Двухлетний,30,5.0,1,0
CL44400593,58,77352.0,Новосибирск,Высшее,Месячный,54,5.0,1,0
CL44400370,57,,Москва,Высшее,Двухлетний,32,,2,0
CL44400540,32,94064.0,Казань,Магистратура,Годовой,63,6.0,1,0
CL44400119,64,27394.0,Санкт‑Петербург,Магистратура,Годовой,16,6.0,1,0
CL44400203,38,22380.0,Новосибирск,Высшее,Месячный,7,,2,0
CL44400017,31,68928.0,Санкт‑Петербург,Высшее,Двухлетний,20,4.0,1,0
CL44400428,49,86838.0,Санкт‑Петербург,Среднее специальное,Годовой,31,6.0,0,0
CL44400443,68,58432.0,Москва,Среднее специальное,Годовой,16,8.0,1,0
CL44400191,47,67521.0,,Среднее специальное,Двухлетний,37,5.0,1,0
CL44400336,30,78044.0,Новосибирск,Среднее,Двухлетний,65,,1,0
CL44400078,46,85918.0,Севастополь,Среднее,Годовой,39,5.0,0,0
CL44400482,29,,Санкт‑Петербург,,Годовой,48,6.0,2,0
CL44400281,34,100821.0,Новосибирск,Среднее,Годовой,64,6.0,1,0
CL44400265,26,34460.0,Новосибирск,Магистратура,Годовой,67,62.0,1,0
CL44400571,59,102768.0,Севастополь,Среднее,Двухлетний,2,6.0,0,0
CL44400301,33,68567.0,Симферополь,Среднее,Годовой,19,7.0,3,0
CL44400649,44,114171.0,Новосибирск,Высшее,Месячный,17,8.0,2,0
CL44400521,45,,Новосибирск,Магистратура,Месячный,42,6.0,0,0
CL44400473,67,104283.0,Новосибирск,Среднее,Двухлетний,35,7.0,0,1
CL44400442,36,27580.0,Москва,Среднее,Годовой,50,11.0,1,0
CL44400023,43,93295.0,Москва,Высшее,Месячный,53,8.0,0,0
CL44400625,64,46441.0,Санкт‑Петербург,Высшее,Годовой,26,6.0,2,0
CL44400132,28,59110.0,Санкт‑Петербург,Среднее,Двухлетний,49,9.0,1,0
CL44400363,31,93476.0,Санкт‑Петербург,Высшее,Месячный,3,10.0,1,0
CL44400249,21,73383.0,Симферополь,,Месячный,2,1.0,1,1
CL44400010,62,77234.0,,Высшее,Месячный,34,9.0,1,0
CL44400338,64,89231.0,Москва,Высшее,Месячный,47,5.0,0,0
CL44400559,40,74985.0,Санкт‑Петербург,Высшее,Годовой,35,4.0,0,0
CL44400524,30,86449.0,Новосибирск,Среднее специальное,Годовой,39,2.0,2,0
CL44400435,29,81554.0,Санкт‑Петербург,Магистратура,Месячный,47,60.0,2,0
CL44400085,42,91088.0,Москва,,Двухлетний,8,8.0,0,0
CL44400056,32,47954.0,Москва,Высшее,Годовой,41,8.0,0,0
CL44400251,23,61196.0,Санкт‑Петербург,Магистратура,Месячный,42,6.0,1,1
CL44400298,51,,Санкт‑Петербург,Высшее,Месячный,55,3.0,2,1
CL44400457,31,,Москва,Высшее,Двухлетний,60,7.0,1,0
CL44400396,55,69124.0,Севастополь,Магистратура,Месячный,7,7.0,1,0
CL44400305,44,49069.0,Санкт‑Петербург,Среднее,Годовой,6,6.0,2,0
CL44400296,42,67854.0,Новосибирск,Среднее специальное,Месячный,14,7.0,1,0
CL44400458,120,59592.0,Москва,Высшее,Месячный,66,7.0,0,0
CL44400586,18,111580.0,Казань,Магистратура,Месячный,40,2.0,4,1
CL44400160,60,88406.0,Санкт‑Петербург,Высшее,Годовой,34,7.0,1,0
CL44400303,40,206622.0,Симферополь,Высшее,Годовой,41,2.0,0,0
CL44400327,45,52626.0,Севастополь,Высшее,Месячный,57,5.0,1,0
