event_id,event_time,entity_id,district,source_system,event_type,metric_volume,metric_value,latency_ms,priority,status
EV12_0011496,2025-09-13 20:08:00,БАН_02329,Сектор-Е,api,transfer,7,1249.22,202.3,low,ok
EV12_0011497,2025-09-13 20:08:00,БАН_01437,Сектор-В,api,cash_withdraw,9,659.24,322.5,high,warning
EV12_0011498,2025-09-13 20:09:00,БАН_00439,Сектор-Е,edge,clear,8,838.53,170.9,medium,delayed
EV12_0011499,2025-09-13 20:10:00,БАН_00923,Сектор-Д,mobile,authorize,8,553.3,214.4,high,ok
EV12_0011500,2025-09-13 20:12:00,БАН_03380,Сектор-В,iot,clear,4,374.63,159.3,low,ok
EV12_0011501,2025-09-13 20:14:00,БАН_02728,Сектор-Б,api,cash_withdraw,9,1942.38,202.9,low,ok
EV12_0011502,2025-09-13 20:17:00,БАН_02424,Сектор-В,portal,clear,7,746.76,185.8,critical,ok
EV12_0011503,2025-09-13 20:18:00,БАН_00759,Сектор-Е,batch_loader,clear,5,1631.08,298.1,medium,ok
EV12_0011504,2025-09-13 20:21:00,БАН_00876,Сектор-З,api,authorize,10,1053.59,127.9,medium,ok
EV12_0011505,2025-09-13 20:21:00,БАН_02690,Сектор-Д,batch_loader,fraud_alert,3,1074.2,202.4,low,ok
EV12_0011506,2025-09-13 20:22:00,БАН_02245,Сектор-В,batch_loader,cash_withdraw,6,814.84,204.0,medium,ok
EV12_0011507,2025-09-13 20:24:00,БАН_01584,Сектор-Ж,batch_loader,fraud_alert,1,821.66,229.2,critical,ok
EV12_0011508,2025-09-13 20:26:00,БАН_00797,Сектор-Д,portal,clear,7,793.04,389.9,low,delayed
EV12_0011509,2025-09-13 20:26:00,БАН_01894,Сектор-Ж,mobile,authorize,2,904.6,443.6,low,ok
EV12_0011510,2025-09-13 20:26:00,БАН_01269,Сектор-З,batch_loader,cash_withdraw,11,757.33,237.3,high,ok
EV12_0011511,2025-09-13 20:28:00,БАН_00737,Сектор-В,edge,authorize,7,806.39,215.5,low,ok
EV12_0011512,2025-09-13 20:29:00,БАН_02870,Сектор-Д,batch_loader,cash_withdraw,7,1220.55,268.9,critical,delayed
EV12_0011513,2025-09-13 20:29:00,БАН_00901,Сектор-Г,mobile,authorize,2,2836.58,238.2,high,ok
EV12_0011514,2025-09-13 20:31:00,БАН_02705,Сектор-Ж,api,authorize,9,2169.44,307.3,critical,ok
EV12_0011515,2025-09-13 20:37:00,БАН_00101,Сектор-В,api,authorize,9,1139.53,296.2,critical,ok
EV12_0011516,2025-09-13 20:40:00,БАН_00121,Сектор-Ж,iot,cash_withdraw,5,1186.75,244.4,low,ok
EV12_0011517,2025-09-13 20:41:00,БАН_03446,Сектор-В,iot,transfer,9,2037.29,133.4,high,ok
EV12_0011518,2025-09-13 20:41:00,БАН_03456,Сектор-Б,mobile,authorize,6,731.3,244.2,high,ok
EV12_0011519,2025-09-13 20:44:00,БАН_01500,Сектор-З,edge,authorize,8,621.96,255.9,low,ok
EV12_0011520,2025-09-13 20:44:00,БАН_02876,Сектор-Е,portal,authorize,7,2413.98,219.4,low,ok
EV12_0011521,2025-09-13 20:48:00,БАН_00120,Сектор-В,mobile,fraud_alert,9,660.51,179.1,critical,ok
EV12_0011522,2025-09-13 20:49:00,БАН_01833,Сектор-А,portal,cash_withdraw,6,403.43,140.5,medium,delayed
EV12_0011523,2025-09-13 20:50:00,БАН_01389,Сектор-Е,api,authorize,6,1286.07,338.0,high,ok
EV12_0011524,2025-09-13 20:51:00,БАН_02150,Сектор-Ж,mobile,transfer,6,970.7,247.6,medium,ok
EV12_0011525,2025-09-13 20:51:00,БАН_00080,Сектор-Б,mobile,fraud_alert,6,2346.96,243.2,medium,ok
EV12_0011526,2025-09-13 20:53:00,БАН_01336,Сектор-А,edge,fraud_alert,4,968.38,193.3,medium,ok
EV12_0011527,2025-09-13 20:54:00,БАН_01396,Сектор-Д,mobile,clear,7,957.56,207.3,low,ok
EV12_0011528,2025-09-13 20:54:00,БАН_02196,Сектор-А,portal,transfer,7,941.07,187.8,low,ok
EV12_0011529,2025-09-13 20:55:00,БАН_01407,Сектор-Г,iot,clear,8,638.65,348.9,medium,warning
EV12_0011530,2025-09-13 20:58:00,БАН_02576,Сектор-Ж,iot,transfer,10,2345.83,188.4,low,ok
EV12_0011531,2025-09-13 21:00:00,БАН_01082,Сектор-А,mobile,authorize,7,1448.51,315.8,high,ok
EV12_0011532,2025-09-13 21:02:00,БАН_03080,Сектор-Г,iot,authorize,5,1544.1,275.5,high,ok
EV12_0011533,2025-09-13 21:03:00,БАН_00127,Сектор-В,portal,authorize,9,374.27,472.4,low,ok
EV12_0011534,2025-09-13 21:04:00,БАН_01021,Сектор-Е,iot,clear,6,1638.57,216.8,low,ok
EV12_0011535,2025-09-13 21:07:00,БАН_01187,Сектор-Б,portal,cash_withdraw,12,1385.47,267.3,low,ok
EV12_0011536,2025-09-13 21:09:00,БАН_03276,Сектор-Ж,iot,clear,4,1560.9,274.7,medium,ok
EV12_0011537,2025-09-13 21:10:00,БАН_00223,Сектор-З,mobile,clear,5,399.75,214.3,high,ok
EV12_0011538,2025-09-13 21:12:00,БАН_00901,Сектор-В,api,fraud_alert,5,102.79,238.4,high,ok
EV12_0011539,2025-09-13 21:13:00,БАН_00833,Сектор-Ж,api,clear,7,989.62,212.6,medium,ok
EV12_0011540,2025-09-13 21:13:00,БАН_01320,Сектор-Г,api,fraud_alert,6,1545.32,287.3,medium,warning
EV12_0011541,2025-09-13 21:14:00,БАН_01638,Сектор-Е,mobile,clear,16,1419.28,222.9,low,ok
EV12_0011542,2025-09-13 21:15:00,БАН_02905,Сектор-Г,edge,transfer,7,2553.34,207.9,low,ok
EV12_0011543,2025-09-13 21:16:00,БАН_02039,Сектор-В,iot,clear,5,1524.66,343.1,low,ok
EV12_0011544,2025-09-13 21:18:00,БАН_03183,Сектор-В,mobile,authorize,6,1229.07,261.2,low,ok
EV12_0011545,2025-09-13 21:18:00,БАН_02634,Сектор-Г,batch_loader,clear,3,758.24,309.8,low,ok
EV12_0011546,2025-09-13 21:22:00,БАН_01824,Сектор-З,mobile,fraud_alert,5,628.46,204.2,low,ok
EV12_0011547,2025-09-13 21:25:00,БАН_01793,Сектор-Б,mobile,clear,4,906.21,165.8,low,ok
EV12_0011548,2025-09-13 21:30:00,БАН_02563,Сектор-В,batch_loader,transfer,5,1229.34,184.1,critical,ok
EV12_0011549,2025-09-13 21:32:00,БАН_00704,Сектор-З,batch_loader,clear,6,1547.15,265.4,low,ok
EV12_0011550,2025-09-13 21:34:00,БАН_02112,Сектор-Ж,iot,transfer,11,881.85,318.8,low,ok
EV12_0011551,2025-09-13 21:35:00,БАН_02635,Сектор-Г,batch_loader,fraud_alert,9,533.58,171.3,medium,ok
EV12_0011552,2025-09-13 21:41:00,БАН_00780,Сектор-Е,mobile,clear,7,1767.43,229.0,critical,ok
EV12_0011553,2025-09-13 21:43:00,БАН_02289,Сектор-В,mobile,transfer,6,969.86,292.8,low,ok
EV12_0011554,2025-09-13 21:43:00,БАН_01554,Сектор-Ж,mobile,authorize,6,1463.53,178.4,high,delayed
EV12_0011555,2025-09-13 21:44:00,БАН_01816,Сектор-Ж,mobile,authorize,10,461.51,219.4,low,ok
EV12_0011556,2025-09-13 21:45:00,БАН_03010,Сектор-Е,api,fraud_alert,2,541.7,125.3,low,ok
EV12_0011557,2025-09-13 21:47:00,БАН_01207,Сектор-Е,api,authorize,7,1585.2,299.6,low,ok
EV12_0011558,2025-09-13 21:47:00,БАН_00076,Сектор-Е,mobile,clear,3,1290.85,306.2,low,ok
EV12_0011559,2025-09-13 21:52:00,БАН_01956,Сектор-А,mobile,cash_withdraw,4,387.51,53.7,low,warning
EV12_0011560,2025-09-13 21:58:00,БАН_01338,Сектор-Е,batch_loader,cash_withdraw,3,976.3,356.5,high,ok
EV12_0011561,2025-09-13 22:00:00,БАН_01506,Сектор-Ж,api,authorize,8,1607.76,414.8,high,ok
EV12_0011562,2025-09-13 22:00:00,БАН_00098,Сектор-Д,api,clear,7,683.77,244.8,low,ok
EV12_0011563,2025-09-13 22:03:00,БАН_03446,Сектор-Б,api,fraud_alert,7,455.82,346.7,low,ok
EV12_0011564,2025-09-13 22:07:00,БАН_00951,Сектор-Е,portal,cash_withdraw,8,1704.46,279.9,low,ok
EV12_0011565,2025-09-13 22:08:00,БАН_01585,Сектор-Ж,mobile,cash_withdraw,3,187.18,198.9,critical,ok
EV12_0011566,2025-09-13 22:10:00,БАН_02017,Сектор-А,mobile,cash_withdraw,6,1967.71,318.7,medium,delayed
EV12_0011567,2025-09-13 22:11:00,БАН_02301,Сектор-А,mobile,authorize,8,1450.42,244.3,low,warning
EV12_0011568,2025-09-13 22:14:00,БАН_01724,Сектор-В,mobile,fraud_alert,3,1667.07,156.7,critical,ok
EV12_0011569,2025-09-13 22:15:00,БАН_00132,Сектор-Ж,edge,authorize,4,1364.11,295.3,low,ok
EV12_0011570,2025-09-13 22:15:00,БАН_00913,Сектор-Б,mobile,clear,4,975.82,186.7,medium,ok
EV12_0011571,2025-09-13 22:17:00,БАН_00455,Сектор-Б,batch_loader,transfer,10,1477.79,374.4,low,ok
EV12_0011572,2025-09-13 22:20:00,БАН_00517,Сектор-Д,edge,authorize,3,2667.79,179.9,low,warning
EV12_0011573,2025-09-13 22:22:00,БАН_02488,Сектор-Б,mobile,authorize,9,478.28,348.5,medium,ok
EV12_0011574,2025-09-13 22:23:00,БАН_01899,Сектор-Е,portal,fraud_alert,3,682.29,264.5,low,ok
EV12_0011575,2025-09-13 22:23:00,БАН_01042,Сектор-З,iot,fraud_alert,7,943.93,277.4,high,ok
EV12_0011576,2025-09-13 22:26:00,БАН_02953,Сектор-В,edge,authorize,5,525.16,187.1,low,ok
EV12_0011577,2025-09-13 22:30:00,БАН_01353,Сектор-Ж,iot,authorize,9,2342.49,367.1,low,ok
EV12_0011578,2025-09-13 22:31:00,БАН_00059,Сектор-Ж,batch_loader,authorize,10,260.73,328.2,medium,ok
EV12_0011579,2025-09-13 22:31:00,БАН_01454,Сектор-Д,batch_loader,transfer,11,1249.7,283.7,medium,ok
EV12_0011580,2025-09-13 22:33:00,БАН_03084,Сектор-Б,iot,clear,6,1547.46,277.0,critical,ok
EV12_0011581,2025-09-13 22:35:00,БАН_01628,Сектор-Ж,batch_loader,cash_withdraw,7,1153.19,238.4,medium,ok
EV12_0011582,2025-09-13 22:37:00,БАН_02476,Сектор-З,batch_loader,transfer,4,1893.36,233.2,low,ok
EV12_0011583,2025-09-13 22:38:00,БАН_00320,Сектор-Б,batch_loader,cash_withdraw,7,2561.4,279.1,medium,ok
EV12_0011584,2025-09-13 22:41:00,БАН_01237,Сектор-Ж,edge,clear,11,521.98,287.0,medium,ok
EV12_0011585,2025-09-13 22:43:00,БАН_02327,Сектор-Б,mobile,clear,9,1253.5,128.1,medium,ok
EV12_0011586,2025-09-13 22:46:00,БАН_02997,Сектор-А,edge,fraud_alert,3,1061.33,350.8,low,ok
EV12_0011587,2025-09-13 22:47:00,БАН_01463,Сектор-Г,iot,authorize,8,800.78,210.0,medium,ok
EV12_0011588,2025-09-13 22:50:00,БАН_02866,Сектор-А,iot,fraud_alert,4,1075.59,60.5,medium,ok
EV12_0011589,2025-09-13 22:53:00,БАН_01026,Сектор-Б,portal,authorize,5,1164.36,283.1,high,ok
EV12_0011590,2025-09-13 22:56:00,БАН_01878,Сектор-Г,batch_loader,authorize,7,300.79,248.5,low,ok
EV12_0011591,2025-09-13 22:57:00,БАН_00698,Сектор-Б,edge,cash_withdraw,7,729.51,115.1,high,ok
EV12_0011592,2025-09-13 22:59:00,БАН_03208,Сектор-З,batch_loader,authorize,5,847.02,105.8,low,delayed
EV12_0011593,2025-09-13 23:01:00,БАН_00510,Сектор-А,api,authorize,5,1426.27,284.9,low,ok
EV12_0011594,2025-09-13 23:02:00,БАН_02832,Сектор-Б,edge,clear,7,56.29,188.1,low,ok
EV12_0011595,2025-09-13 23:02:00,БАН_00721,Сектор-З,iot,clear,6,1104.77,471.4,medium,ok
EV12_0011596,2025-09-13 23:04:00,БАН_00408,Сектор-Г,iot,authorize,4,1061.21,159.2,low,delayed
EV12_0011597,2025-09-13 23:08:00,БАН_01361,Сектор-Г,iot,cash_withdraw,10,484.24,228.9,low,ok
EV12_0011598,2025-09-13 23:08:00,БАН_03198,Сектор-А,portal,authorize,5,1204.2,258.3,critical,ok
EV12_0011599,2025-09-13 23:11:00,БАН_02877,Сектор-А,edge,authorize,7,2040.46,340.9,low,ok
EV12_0011600,2025-09-13 23:13:00,БАН_01994,Сектор-А,edge,clear,5,3866.1,267.9,medium,ok
EV12_0011601,2025-09-13 23:14:00,БАН_01147,Сектор-Ж,mobile,clear,9,2062.06,327.1,low,ok
EV12_0011602,2025-09-13 23:15:00,БАН_02182,Сектор-З,portal,transfer,8,1022.35,172.7,low,delayed
EV12_0011603,2025-09-13 23:16:00,БАН_01148,Сектор-В,batch_loader,fraud_alert,10,717.49,201.1,medium,ok
EV12_0011604,2025-09-13 23:19:00,БАН_00452,Сектор-В,mobile,authorize,9,1140.01,114.2,low,ok
EV12_0011605,2025-09-13 23:19:00,БАН_02385,Сектор-Ж,iot,cash_withdraw,4,873.43,268.9,low,ok
EV12_0011606,2025-09-13 23:21:00,БАН_01270,Сектор-В,iot,clear,8,747.84,351.1,medium,ok
EV12_0011607,2025-09-13 23:21:00,БАН_00610,Сектор-Б,edge,cash_withdraw,5,1614.68,291.8,low,ok
EV12_0011608,2025-09-13 23:21:00,БАН_01676,Сектор-Е,edge,clear,9,783.73,308.4,medium,ok
EV12_0011609,2025-09-13 23:22:00,БАН_01958,Сектор-Е,mobile,clear,5,1386.6,160.8,medium,ok
EV12_0011610,2025-09-13 23:23:00,БАН_00037,Сектор-Д,portal,fraud_alert,5,1778.46,262.6,medium,ok
EV12_0011611,2025-09-13 23:24:00,БАН_00078,Сектор-Е,api,transfer,8,1474.64,247.9,low,warning
EV12_0011612,2025-09-13 23:24:00,БАН_01051,Сектор-Ж,mobile,cash_withdraw,3,318.26,221.0,low,ok
EV12_0011613,2025-09-13 23:27:00,БАН_02575,Сектор-Д,batch_loader,clear,2,596.93,282.9,high,ok
EV12_0011614,2025-09-13 23:27:00,БАН_02315,Сектор-Е,api,clear,6,2438.91,277.5,medium,failed
EV12_0011615,2025-09-13 23:30:00,БАН_01397,Сектор-З,iot,fraud_alert,5,88.58,277.4,low,warning
EV12_0011616,2025-09-13 23:30:00,БАН_03350,Сектор-Е,mobile,authorize,8,1441.19,346.8,low,ok
EV12_0011617,2025-09-13 23:36:00,БАН_01842,Сектор-А,edge,authorize,16,405.58,409.9,low,ok
EV12_0011618,2025-09-13 23:40:00,БАН_01540,Сектор-Б,batch_loader,cash_withdraw,13,1468.02,347.3,low,ok
EV12_0011619,2025-09-13 23:40:00,БАН_03157,Сектор-В,edge,authorize,7,1851.36,390.9,high,ok
EV12_0011620,2025-09-13 23:41:00,БАН_01393,Сектор-Г,iot,transfer,5,1324.99,342.6,medium,ok
EV12_0011621,2025-09-13 23:43:00,БАН_01204,Сектор-А,batch_loader,authorize,4,675.9,169.3,medium,ok
EV12_0011622,2025-09-13 23:43:00,БАН_02041,Сектор-Б,edge,transfer,5,608.28,235.7,low,ok
EV12_0011623,2025-09-13 23:44:00,БАН_02557,Сектор-Б,api,clear,11,305.32,172.2,medium,ok
EV12_0011624,2025-09-13 23:46:00,БАН_01325,Сектор-А,api,transfer,9,516.63,57.2,low,ok
EV12_0011625,2025-09-13 23:49:00,БАН_01580,Сектор-В,iot,authorize,4,1188.44,179.1,critical,delayed
EV12_0011626,2025-09-13 23:49:00,БАН_02964,Сектор-А,iot,authorize,7,845.32,233.6,medium,failed
EV12_0011627,2025-09-13 23:52:00,БАН_02465,Сектор-В,iot,fraud_alert,6,518.33,252.2,low,ok
EV12_0011628,2025-09-13 23:52:00,БАН_01534,Сектор-Д,batch_loader,cash_withdraw,3,861.88,280.9,medium,ok
EV12_0011629,2025-09-13 23:55:00,БАН_01446,Сектор-Б,mobile,transfer,9,1295.14,138.9,high,ok
EV12_0011630,2025-09-13 23:58:00,БАН_00004,Сектор-З,edge,clear,5,1063.72,232.0,low,ok
EV12_0011631,2025-09-14 00:00:00,БАН_03306,Сектор-Д,edge,fraud_alert,6,664.61,132.8,high,ok
EV12_0011632,2025-09-14 00:03:00,БАН_01943,Сектор-Д,portal,authorize,9,1309.14,271.0,low,ok
EV12_0011633,2025-09-14 00:08:00,БАН_00943,Сектор-Д,api,fraud_alert,11,520.49,133.2,high,ok
EV12_0011634,2025-09-14 00:08:00,БАН_01128,Сектор-Б,iot,cash_withdraw,4,860.07,314.9,low,ok
EV12_0011635,2025-09-14 00:10:00,БАН_00122,Сектор-Е,edge,transfer,3,686.32,237.9,critical,ok
EV12_0011636,2025-09-14 00:12:00,БАН_03250,Сектор-Г,portal,transfer,2,874.44,148.7,low,ok
EV12_0011637,2025-09-14 00:12:00,БАН_01890,Сектор-Б,iot,clear,4,428.77,111.2,low,ok
EV12_0011638,2025-09-14 00:15:00,БАН_01862,Сектор-Д,api,fraud_alert,4,1270.41,257.3,high,ok
EV12_0011639,2025-09-14 00:18:00,БАН_02290,Сектор-А,iot,fraud_alert,6,664.18,321.0,critical,ok
EV12_0011640,2025-09-14 00:18:00,БАН_01945,Сектор-В,mobile,authorize,5,1178.39,269.6,low,ok
EV12_0011641,2025-09-14 00:19:00,БАН_02480,Сектор-З,iot,cash_withdraw,5,1214.5,345.0,low,ok
EV12_0011642,2025-09-14 00:19:00,БАН_01016,Сектор-В,api,authorize,7,663.67,159.6,medium,failed
EV12_0011643,2025-09-14 00:24:00,БАН_03114,Сектор-А,mobile,clear,3,1234.83,275.6,low,ok
EV12_0011644,2025-09-14 00:24:00,БАН_03420,Сектор-Е,iot,transfer,4,1855.59,245.2,low,ok
EV12_0011645,2025-09-14 00:25:00,БАН_00142,Сектор-Б,iot,clear,5,1193.57,406.6,medium,ok
EV12_0011646,2025-09-14 00:27:00,БАН_01441,Сектор-А,mobile,authorize,9,2212.18,179.0,low,ok
EV12_0011647,2025-09-14 00:27:00,БАН_00765,Сектор-Г,api,fraud_alert,9,1154.21,122.8,high,ok
EV12_0011648,2025-09-14 00:29:00,БАН_03113,Сектор-Е,iot,authorize,6,1837.4,280.9,low,ok
EV12_0011649,2025-09-14 00:30:00,БАН_02004,Сектор-Е,batch_loader,clear,5,599.33,221.5,critical,ok
EV12_0011650,2025-09-14 00:31:00,БАН_03183,Сектор-Ж,edge,authorize,4,1905.04,346.7,low,ok
EV12_0011651,2025-09-14 00:32:00,БАН_02306,Сектор-Г,edge,fraud_alert,6,1160.06,252.1,low,ok
EV12_0011652,2025-09-14 00:33:00,БАН_01723,Сектор-З,batch_loader,transfer,5,1667.71,180.6,medium,ok
EV12_0011653,2025-09-14 00:35:00,БАН_03232,Сектор-А,mobile,fraud_alert,8,378.22,361.6,low,ok
EV12_0011654,2025-09-14 00:39:00,БАН_01911,Сектор-В,mobile,transfer,5,1498.93,66.4,low,ok
EV12_0011655,2025-09-14 00:40:00,БАН_01803,Сектор-Д,batch_loader,cash_withdraw,8,395.08,220.8,high,warning
EV12_0011656,2025-09-14 00:41:00,БАН_01020,Сектор-Ж,api,authorize,9,579.05,318.1,low,ok
EV12_0011657,2025-09-14 00:42:00,БАН_01433,Сектор-Е,batch_loader,transfer,9,653.08,139.4,medium,ok
EV12_0011658,2025-09-14 00:43:00,БАН_01127,Сектор-З,edge,authorize,6,319.88,184.1,high,ok
EV12_0011659,2025-09-14 00:44:00,БАН_02199,Сектор-А,batch_loader,cash_withdraw,3,959.42,364.5,low,ok
EV12_0011660,2025-09-14 00:44:00,БАН_02960,Сектор-Г,api,fraud_alert,6,1076.9,347.7,low,ok
EV12_0011661,2025-09-14 00:46:00,БАН_02495,Сектор-Б,api,cash_withdraw,9,201.55697262385024,343.7,medium,failed
EV12_0011662,2025-09-14 00:47:00,БАН_02880,Сектор-Г,edge,transfer,15,3087.38,225.5,medium,warning
EV12_0011663,2025-09-14 00:47:00,БАН_03147,Сектор-Д,iot,cash_withdraw,7,361.16,237.3,high,ok
EV12_0011664,2025-09-14 00:48:00,БАН_03420,Сектор-З,api,cash_withdraw,5,1121.89,195.5,low,ok
EV12_0011665,2025-09-14 00:49:00,БАН_00965,Сектор-В,batch_loader,authorize,7,315.77,302.4,low,ok
EV12_0011666,2025-09-14 00:49:00,БАН_01872,Сектор-А,api,transfer,3,1268.54,230.0,medium,ok
EV12_0011667,2025-09-14 00:49:00,БАН_00131,Сектор-Б,iot,cash_withdraw,7,595.0,199.4,low,ok
EV12_0011668,2025-09-14 00:49:00,БАН_01369,Сектор-В,edge,authorize,6,1304.5,369.6,low,ok
EV12_0011669,2025-09-14 00:50:00,БАН_00218,Сектор-З,batch_loader,clear,12,4149.77,78.9,low,ok
EV12_0011670,2025-09-14 00:53:00,БАН_00071,Сектор-Б,api,clear,3,517.45,268.4,low,ok
EV12_0011671,2025-09-14 00:53:00,БАН_03172,Сектор-З,iot,transfer,11,301.15,148.8,low,ok
EV12_0011672,2025-09-14 00:55:00,БАН_01286,Сектор-Е,iot,cash_withdraw,7,933.27,139.3,medium,ok
EV12_0011673,2025-09-14 00:56:00,БАН_01132,Сектор-Г,batch_loader,cash_withdraw,4,730.71,140.3,low,delayed
EV12_0011674,2025-09-14 00:58:00,БАН_03456,Сектор-В,batch_loader,authorize,6,687.31,273.7,low,ok
EV12_0011675,2025-09-14 00:59:00,БАН_02746,Сектор-Б,batch_loader,clear,10,866.9,176.8,low,ok
EV12_0011676,2025-09-14 01:00:00,БАН_00083,Сектор-Ж,edge,transfer,2,1136.71,282.5,low,ok
EV12_0011677,2025-09-14 01:01:00,БАН_00167,Сектор-В,api,authorize,5,1907.86,375.2,high,ok
EV12_0011678,2025-09-14 01:03:00,БАН_01442,Сектор-З,portal,transfer,6,1273.96,235.4,medium,warning
EV12_0011679,2025-09-14 01:05:00,БАН_00730,Сектор-З,edge,cash_withdraw,6,625.42,322.8,medium,failed
EV12_0011680,2025-09-14 01:06:00,БАН_02479,Сектор-Е,batch_loader,cash_withdraw,8,661.29,268.8,medium,ok
EV12_0011681,2025-09-14 01:08:00,БАН_03445,Сектор-Ж,edge,cash_withdraw,4,780.52,360.8,low,ok
EV12_0011682,2025-09-14 01:08:00,БАН_01485,Сектор-Е,portal,authorize,5,930.63,244.0,high,ok
EV12_0011683,2025-09-14 01:13:00,БАН_00369,Сектор-Ж,batch_loader,clear,10,3976.25,149.0,low,ok
EV12_0011684,2025-09-14 01:19:00,БАН_02895,Сектор-А,iot,authorize,6,1328.47,206.9,high,ok
EV12_0011685,2025-09-14 01:21:00,БАН_02206,Сектор-Ж,batch_loader,cash_withdraw,4,701.33,248.2,medium,ok
EV12_0011686,2025-09-14 01:22:00,БАН_00596,Сектор-Б,iot,transfer,4,2821.66,265.7,medium,ok
EV12_0011687,2025-09-14 01:22:00,БАН_01095,Сектор-А,iot,cash_withdraw,6,544.4,324.8,medium,ok
EV12_0011688,2025-09-14 01:22:00,БАН_02815,Сектор-Д,api,clear,6,725.62,268.9,critical,ok
EV12_0011689,2025-09-14 01:23:00,БАН_02969,Сектор-В,portal,authorize,7,1032.9,160.7,low,ok
EV12_0011690,2025-09-14 01:27:00,БАН_01656,Сектор-Б,mobile,clear,9,1539.92,318.7,medium,ok
EV12_0011691,2025-09-14 01:27:00,БАН_00811,Сектор-А,edge,transfer,4,1174.76,46.1,high,ok
EV12_0011692,2025-09-14 01:28:00,БАН_00408,Сектор-З,edge,fraud_alert,4,2178.29,,high,ok
EV12_0011693,2025-09-14 01:29:00,БАН_02065,Сектор-А,edge,transfer,4,807.15,338.7,medium,ok
EV12_0011694,2025-09-14 01:29:00,БАН_02842,Сектор-З,api,cash_withdraw,7,886.24,116.4,low,ok
EV12_0011695,2025-09-14 01:29:00,БАН_02747,Сектор-Д,batch_loader,authorize,5,1026.53,227.7,low,ok
EV12_0011696,2025-09-14 01:29:00,БАН_00376,Сектор-В,iot,cash_withdraw,8,1288.81,342.6,low,ok
EV12_0011697,2025-09-14 01:32:00,БАН_01250,Сектор-А,portal,clear,10,1111.05,206.3,medium,ok
EV12_0011698,2025-09-14 01:33:00,БАН_00731,Сектор-А,batch_loader,clear,3,1382.99,212.5,medium,ok
EV12_0011699,2025-09-14 01:34:00,БАН_02783,Сектор-Б,api,authorize,4,2039.82,337.6,low,ok
EV12_0011700,2025-09-14 01:34:00,БАН_03019,Сектор-Д,edge,fraud_alert,3,1487.54,260.3,medium,ok
EV12_0011701,2025-09-14 01:37:00,БАН_03004,Сектор-В,portal,authorize,9,1234.59,270.1,medium,ok
EV12_0011702,2025-09-14 01:42:00,БАН_03258,Сектор-Г,batch_loader,authorize,10,1076.04,277.6,high,ok
EV12_0011703,2025-09-14 01:43:00,БАН_02718,Сектор-Е,iot,clear,4,705.86,291.9,medium,ok
EV12_0011704,2025-09-14 01:43:00,БАН_03287,Сектор-Б,api,clear,5,716.15,322.5,high,ok
EV12_0011705,2025-09-14 01:45:00,БАН_01026,Сектор-Е,iot,clear,2,1289.09,249.1,low,ok
EV12_0011706,2025-09-14 01:49:00,БАН_03442,Сектор-Б,api,transfer,10,288.24,153.8,high,ok
EV12_0011707,2025-09-14 01:52:00,БАН_03087,Сектор-Е,mobile,cash_withdraw,6,1488.82,254.8,low,warning
EV12_0011708,2025-09-14 01:52:00,БАН_01983,Сектор-З,mobile,transfer,4,396.86,281.7,medium,ok
EV12_0011709,2025-09-14 01:52:00,БАН_00374,Сектор-В,batch_loader,transfer,5,2952.83,351.6,medium,warning
EV12_0011710,2025-09-14 01:53:00,БАН_01201,Сектор-Ж,api,authorize,6,1247.18,196.8,low,warning
EV12_0011711,2025-09-14 01:54:00,БАН_01326,Сектор-В,iot,authorize,8,370.52,325.2,low,ok
EV12_0011712,2025-09-14 01:54:00,БАН_03416,Сектор-З,portal,cash_withdraw,5,239.18,437.6,critical,ok
EV12_0011713,2025-09-14 01:55:00,БАН_00760,Сектор-З,mobile,clear,8,177.37,369.1,low,warning
EV12_0011714,2025-09-14 01:56:00,БАН_00777,Сектор-Ж,iot,authorize,6,511.57,286.7,low,ok
EV12_0011715,2025-09-14 01:56:00,БАН_01869,Сектор-Б,iot,authorize,7,374.15,329.2,low,ok
EV12_0011716,2025-09-14 01:56:00,БАН_02277,Сектор-Г,batch_loader,authorize,6,661.5,133.7,high,ok
EV12_0011717,2025-09-14 02:01:00,БАН_01935,Сектор-А,portal,authorize,10,283.23,235.7,medium,ok
EV12_0011718,2025-09-14 02:02:00,БАН_00400,Сектор-В,iot,authorize,4,1631.95,250.6,high,ok
EV12_0011719,2025-09-14 02:03:00,БАН_02136,Сектор-З,batch_loader,authorize,4,883.31,181.1,critical,ok
EV12_0011720,2025-09-14 02:05:00,БАН_02786,Сектор-Г,edge,authorize,4,1082.01,163.3,high,ok
EV12_0011721,2025-09-14 02:07:00,БАН_03049,Сектор-В,api,transfer,4,791.11,300.0,low,ok
EV12_0011722,2025-09-14 02:08:00,БАН_01086,Сектор-А,portal,authorize,6,635.89,277.8,high,ok
EV12_0011723,2025-09-14 02:08:00,БАН_00086,Сектор-Е,batch_loader,clear,7,1881.86,173.1,low,warning
EV12_0011724,2025-09-14 02:08:00,БАН_00369,Сектор-А,iot,fraud_alert,4,760.94,284.4,high,ok
EV12_0011725,2025-09-14 02:10:00,БАН_00441,Сектор-Д,mobile,clear,3,1535.0,308.5,low,ok
EV12_0011726,2025-09-14 02:11:00,БАН_01540,Сектор-Б,batch_loader,cash_withdraw,8,756.41,603.4199873785435,medium,warning
EV12_0011727,2025-09-14 02:11:00,БАН_00240,Сектор-В,iot,clear,8,590.61,74.4,medium,ok
