event_id,city,campaign,device,source,segment,page,region,session_length_sec,items_viewed,converted
4220,city_014,cmp_085,device_14,source_12,segment_04,page_052,region_04,196,6,0
4221,city_042,cmp_080,device_05,source_02,segment_30,page_136,region_03,129,7,0
4222,city_080,cmp_058,device_03,source_28,segment_09,page_071,region_05,212,8,0
4223,city_031,cmp_016,device_18,source_05,segment_35,page_136,region_11,155,10,0
4224,city_022,cmp_101,device_06,source_24,segment_59,page_139,region_09,265,7,0
4225,city_029,cmp_021,device_10,source_02,segment_21,page_080,region_09,264,9,0
4226,city_007,cmp_065,device_17,source_20,segment_59,page_012,region_07,211,6,1
4227,city_073,cmp_040,device_03,source_20,segment_11,page_136,region_04,181,2,0
4228,city_086,cmp_039,device_06,source_04,segment_38,page_094,region_03,243,6,0
4229,city_056,cmp_123,device_03,source_13,segment_63,page_046,region_06,166,10,0
4230,city_034,cmp_052,device_18,source_05,segment_30,page_052,region_09,51,5,0
4231,city_050,cmp_057,device_18,source_03,segment_48,page_007,region_07,149,9,0
4232,city_044,cmp_137,device_18,source_15,segment_34,page_125,region_01,182,3,0
4233,city_004,cmp_066,device_07,source_17,segment_08,page_137,region_08,140,2,0
4234,city_029,cmp_119,device_07,source_16,segment_64,page_014,region_04,286,8,0
4235,city_055,cmp_129,device_18,source_23,segment_10,page_099,region_07,116,4,0
4236,city_075,cmp_093,device_17,source_16,segment_48,page_067,region_11,229,6,0
4237,city_026,cmp_018,device_01,source_08,segment_05,page_018,region_09,210,6,1
4238,city_072,cmp_014,device_03,source_28,segment_28,page_083,region_03,140,5,1
4239,city_063,cmp_051,device_07,source_28,segment_33,page_108,region_04,207,2,0
4240,city_089,cmp_010,device_14,source_11,segment_39,page_069,region_12,141,8,1
4241,city_098,cmp_036,device_07,source_28,segment_40,page_019,region_01,212,10,0
4242,city_004,cmp_025,device_04,source_29,segment_03,page_143,region_01,210,4,0
4243,city_033,cmp_008,device_15,source_18,segment_15,page_058,region_01,97,8,0
4244,city_064,cmp_046,device_07,source_21,segment_39,page_142,region_09,94,3,0
4245,city_072,cmp_031,device_03,source_02,segment_19,page_042,region_07,296,7,0
4246,city_006,cmp_014,device_10,source_05,segment_24,page_070,region_03,231,5,0
4247,city_049,cmp_102,device_17,source_02,segment_05,page_067,region_09,171,8,0
4248,city_082,cmp_140,device_08,source_02,segment_34,page_018,region_09,187,6,0
4249,city_016,cmp_080,device_20,source_20,segment_16,page_138,region_09,180,12,0
4250,city_025,cmp_150,device_17,source_03,segment_05,page_080,region_03,265,5,0
4251,city_029,cmp_021,device_05,source_08,segment_28,page_113,region_03,182,4,0
4252,city_029,cmp_111,device_07,source_11,segment_21,page_008,region_03,120,9,0
4253,city_045,cmp_048,device_04,source_02,segment_35,page_012,region_04,178,9,1
4254,city_005,cmp_056,device_08,source_24,segment_12,page_044,region_01,159,8,0
4255,city_065,cmp_086,device_10,source_23,segment_08,page_143,region_06,196,7,0
4256,city_010,cmp_114,device_14,source_01,segment_17,page_123,region_03,290,7,0
4257,city_071,cmp_010,device_08,source_14,segment_64,page_113,region_06,123,11,0
4258,city_001,cmp_045,device_03,source_14,segment_11,page_100,region_01,140,10,0
4259,city_067,cmp_109,device_05,source_15,segment_15,page_078,region_03,246,8,0
4260,city_026,cmp_065,device_07,source_04,segment_48,page_088,region_01,154,9,0
4261,city_055,cmp_040,device_06,source_02,segment_46,page_044,region_03,273,3,0
4262,city_012,cmp_009,device_01,source_02,segment_19,page_125,region_04,266,5,0
4263,city_043,cmp_002,device_17,source_17,segment_54,page_037,region_04,249,5,1
4264,city_022,cmp_050,device_08,source_12,segment_43,page_043,region_02,280,9,0
4265,city_001,cmp_055,device_09,source_14,segment_15,page_018,region_11,262,11,1
4266,city_060,cmp_027,device_03,source_12,segment_34,page_008,region_09,170,6,0
4267,city_010,cmp_119,device_18,source_15,segment_13,page_021,region_10,352,7,0
4268,city_091,cmp_101,device_17,source_16,segment_29,page_014,region_06,128,8,0
4269,city_044,cmp_024,device_07,source_03,segment_24,page_067,region_07,207,12,0
4270,city_001,cmp_024,device_04,source_16,segment_26,page_032,region_03,191,5,0
4271,city_093,cmp_129,device_14,source_05,segment_66,page_044,region_04,304,4,0
4272,city_010,cmp_145,device_08,source_01,segment_49,page_053,region_09,247,8,0
4273,city_073,cmp_177,device_15,source_22,segment_34,page_033,region_06,252,7,1
4274,city_025,cmp_092,device_07,source_18,segment_03,page_019,region_09,246,3,0
4275,city_045,cmp_150,device_17,source_18,segment_06,page_014,region_04,163,12,0
4276,city_073,cmp_018,device_12,source_08,segment_38,page_125,region_12,163,9,1
4277,city_004,cmp_021,device_07,source_20,segment_64,page_037,region_04,324,6,0
4278,city_056,cmp_009,device_14,source_05,segment_03,page_044,region_10,299,14,0
4279,city_010,cmp_065,device_07,source_05,segment_69,page_114,region_02,201,6,0
4280,city_060,cmp_026,device_07,source_08,segment_26,page_040,region_02,165,10,1
4281,city_012,cmp_069,device_07,source_17,segment_19,page_099,region_09,225,9,0
4282,city_002,cmp_002,device_07,source_04,segment_40,page_021,region_05,289,10,1
4283,city_010,cmp_063,device_12,source_02,segment_69,page_013,region_01,236,10,1
4284,city_051,cmp_136,device_05,source_04,segment_10,page_108,region_02,180,5,0
4285,city_098,cmp_101,device_07,source_11,segment_66,page_070,region_05,211,6,0
4286,city_095,cmp_042,device_07,source_06,segment_06,page_017,region_09,215,8,0
4287,city_062,cmp_011,device_06,source_17,segment_54,page_056,region_01,307,5,0
4288,city_072,cmp_030,device_03,source_02,segment_40,page_109,region_04,152,10,1
4289,city_080,cmp_058,device_11,source_15,segment_28,page_149,region_03,218,9,0
4290,city_042,cmp_032,device_09,source_06,segment_30,page_042,region_05,257,8,0
4291,city_016,cmp_113,device_18,source_02,segment_67,page_046,region_12,148,7,0
4292,city_055,cmp_151,device_13,source_04,segment_47,page_109,region_04,178,9,0
4293,city_010,cmp_023,device_08,source_03,segment_69,page_010,region_06,262,8,1
4294,city_073,cmp_002,device_06,source_24,segment_05,page_070,region_11,230,4,1
4295,city_031,cmp_012,device_04,source_05,segment_20,page_065,region_09,250,6,1
4296,city_020,cmp_120,device_08,source_21,segment_13,page_019,region_09,286,5,0
4297,city_075,cmp_010,device_07,source_05,segment_16,page_056,region_03,204,4,0
4298,city_009,cmp_104,device_07,source_01,segment_66,page_148,region_05,320,11,0
4299,city_096,cmp_047,device_07,source_01,segment_30,page_111,region_11,304,6,0
4300,city_093,cmp_050,device_04,source_08,segment_56,page_059,region_03,204,7,0
4301,city_049,cmp_102,device_07,source_24,segment_01,page_099,region_03,250,9,0
4302,city_060,cmp_037,device_01,source_14,segment_29,page_038,region_01,227,4,0
4303,city_004,cmp_120,device_08,source_15,segment_66,page_015,region_07,116,8,0
4304,city_033,cmp_013,device_08,source_09,segment_16,page_038,region_05,305,6,1
4305,city_081,cmp_101,device_11,source_05,segment_28,page_018,region_11,152,7,0
4306,city_001,cmp_138,device_12,source_15,segment_15,page_057,region_05,263,7,1
4307,city_022,cmp_021,device_11,source_13,segment_40,page_146,region_07,207,7,0
4308,city_026,cmp_065,device_14,source_01,segment_01,page_109,region_08,139,8,0
4309,city_056,cmp_083,device_03,source_12,segment_32,page_088,region_09,275,8,0
4310,city_059,cmp_017,device_17,source_15,segment_05,page_042,region_12,250,8,0
4311,city_005,cmp_065,device_07,source_08,segment_25,page_018,region_03,167,8,0
4312,city_016,cmp_031,device_11,source_07,segment_28,page_084,region_03,136,6,0
4313,city_072,cmp_106,device_03,source_20,segment_21,page_015,region_09,217,9,0
4314,city_014,cmp_069,device_04,source_08,segment_03,page_067,region_06,225,5,1
4315,city_022,cmp_048,device_18,source_05,segment_31,page_114,region_04,253,8,0
4316,city_012,cmp_104,device_03,source_20,segment_13,page_125,region_03,76,10,0
4317,city_063,cmp_102,device_07,source_29,segment_24,page_054,region_04,290,7,1
4318,city_002,cmp_025,device_03,source_02,segment_05,page_007,region_11,198,6,1
4319,city_023,cmp_004,device_03,source_08,segment_08,page_138,region_06,246,9,1
4320,city_043,cmp_031,device_20,source_01,segment_34,page_068,region_09,203,7,0
4321,city_001,cmp_134,device_10,source_12,segment_69,page_082,region_03,258,9,0
4322,city_093,cmp_045,device_10,source_05,segment_67,page_144,region_05,131,6,0
4323,city_080,cmp_025,device_06,source_23,segment_05,page_014,region_03,132,6,0
4324,city_054,cmp_043,device_03,source_28,segment_33,page_113,region_06,244,10,0
4325,city_033,cmp_044,device_10,source_02,segment_64,page_138,region_02,288,9,0
4326,city_010,cmp_052,device_05,source_24,segment_20,page_015,region_10,235,8,0
4327,city_044,cmp_052,device_06,source_03,segment_50,page_148,region_02,152,11,0
4328,city_018,cmp_036,device_07,source_06,segment_07,page_147,region_09,286,13,0
4329,city_051,cmp_036,device_04,source_25,segment_67,page_021,region_01,214,6,1
4330,city_010,cmp_119,device_18,source_08,segment_38,page_072,region_11,190,4,0
4331,city_060,cmp_086,device_08,source_01,segment_34,page_050,region_10,237,8,0
4332,city_024,cmp_090,device_02,source_02,segment_33,page_104,region_09,209,9,0
4333,city_040,cmp_024,device_07,source_07,segment_64,page_144,region_07,153,8,0
4334,city_012,cmp_179,device_08,source_25,segment_15,page_149,region_04,234,9,0
4335,city_020,cmp_013,device_07,source_02,segment_11,page_070,region_12,155,6,1
4336,city_035,cmp_091,device_17,source_02,segment_30,page_092,region_01,257,9,1
4337,city_035,cmp_104,device_08,source_28,segment_67,page_148,region_01,207,4,0
4338,city_100,cmp_032,device_05,source_09,segment_67,page_001,region_09,209,9,0
4339,city_025,cmp_012,device_08,source_24,segment_05,page_016,region_07,261,7,0
4340,city_007,cmp_104,device_12,source_08,segment_03,page_052,region_03,144,6,0
4341,city_041,cmp_069,device_06,source_12,segment_52,page_107,region_04,197,8,0
4342,city_024,cmp_165,device_17,source_28,segment_38,page_038,region_07,262,7,0
4343,city_080,cmp_101,device_02,source_28,segment_34,page_045,region_04,192,7,1
4344,city_015,cmp_150,device_06,source_02,segment_40,page_133,region_01,20,7,1
4345,city_077,cmp_083,device_18,source_15,segment_02,page_004,region_01,220,8,0
4346,city_055,cmp_058,device_06,source_09,segment_21,page_022,region_04,252,11,0
4347,city_014,cmp_152,device_03,source_02,segment_27,page_149,region_05,240,5,0
4348,city_029,cmp_122,device_01,source_01,segment_38,page_021,region_07,240,5,0
4349,city_037,cmp_007,device_14,source_12,segment_33,page_094,region_12,185,7,0
4350,city_041,cmp_074,device_07,source_02,segment_46,page_014,region_01,162,7,0
4351,city_029,cmp_019,device_14,source_28,segment_30,page_014,region_03,243,9,0
4352,city_047,cmp_156,device_10,source_04,segment_35,page_038,region_07,211,9,0
4353,city_060,cmp_090,device_14,source_11,segment_01,page_070,region_04,190,6,0
4354,city_040,cmp_052,device_18,source_17,segment_37,page_080,region_03,184,11,0
4355,city_049,cmp_165,device_15,source_12,segment_29,page_026,region_03,217,7,0
4356,city_078,cmp_039,device_03,source_08,segment_21,page_044,region_03,225,8,0
4357,city_039,cmp_052,device_18,source_15,segment_40,page_142,region_07,173,10,0
4358,city_031,cmp_046,device_07,source_02,segment_01,page_015,region_07,211,5,0
4359,city_019,cmp_016,device_14,source_12,segment_47,page_001,region_09,119,6,1
4360,city_010,cmp_019,device_08,source_28,segment_63,page_052,region_02,245,7,0
4361,city_022,cmp_075,device_03,source_20,segment_05,page_143,region_02,227,7,0
4362,city_029,cmp_011,device_11,source_07,segment_17,page_121,region_12,221,8,1
4363,city_064,cmp_150,device_11,source_28,segment_59,page_025,region_03,192,3,0
4364,city_016,cmp_038,device_18,source_25,segment_03,page_017,region_07,300,8,0
4365,city_058,cmp_037,device_07,source_05,segment_12,page_052,region_02,179,7,0
4366,city_006,cmp_018,device_12,source_28,segment_52,page_147,region_09,120,6,0
4367,city_011,cmp_040,device_08,source_12,segment_17,page_097,region_02,183,8,0
4368,city_025,cmp_093,device_08,source_28,segment_16,page_113,region_04,136,6,1
4369,city_036,cmp_162,device_07,source_12,segment_20,page_037,region_03,31,8,1
4370,city_012,cmp_024,device_07,source_02,segment_66,page_032,region_04,319,10,1
4371,city_009,cmp_023,device_14,source_02,segment_03,page_004,region_11,173,2,1
4372,city_045,cmp_018,device_10,source_12,segment_18,page_067,region_03,277,8,0
4373,city_031,cmp_072,device_11,source_01,segment_18,page_057,region_02,231,10,0
4374,city_031,cmp_014,device_18,source_20,segment_67,page_021,region_01,280,13,0
4375,city_023,cmp_013,device_11,source_06,segment_15,page_014,region_03,156,5,1
4376,city_027,cmp_104,device_12,source_01,segment_66,page_080,region_09,335,8,0
4377,city_013,cmp_117,device_14,source_15,segment_21,page_056,region_03,147,8,0
4378,city_020,cmp_036,device_07,source_14,segment_25,page_088,region_11,221,6,1
4379,city_043,cmp_074,device_07,source_02,segment_40,page_019,region_03,184,6,0
4380,city_041,cmp_104,device_20,source_02,segment_27,page_012,region_03,279,8,0
4381,city_082,cmp_009,device_08,source_18,segment_11,page_018,region_10,242,7,0
4382,city_073,cmp_083,device_07,source_02,segment_56,page_089,region_07,92,6,0
4383,city_001,cmp_035,device_02,source_01,segment_15,page_002,region_04,194,3,0
4384,city_016,cmp_048,device_04,source_30,segment_59,page_080,region_02,290,5,0
4385,city_081,cmp_041,device_14,source_05,segment_66,page_046,region_09,164,7,0
4386,city_024,cmp_101,device_18,source_25,segment_30,page_126,region_07,189,6,0
4387,city_036,cmp_054,device_14,source_09,segment_08,page_069,region_11,208,8,0
4388,city_056,cmp_108,device_14,source_28,segment_08,page_099,region_11,184,7,0
4389,city_044,cmp_036,device_17,source_10,segment_57,page_070,region_07,284,10,1
4390,city_001,cmp_065,device_07,source_18,segment_15,page_073,region_03,171,8,0
4391,city_015,cmp_138,device_03,source_28,segment_28,page_021,region_11,213,8,0
4392,city_008,cmp_051,device_10,source_05,segment_48,page_040,region_02,258,5,0
4393,city_012,cmp_072,device_18,source_01,segment_03,page_113,region_07,228,6,0
4394,city_010,cmp_088,device_07,source_11,segment_24,page_147,region_02,261,10,0
4395,city_050,cmp_140,device_15,source_19,segment_39,page_044,region_04,187,6,0
4396,city_029,cmp_083,device_17,source_13,segment_33,page_065,region_02,181,5,0
4397,city_005,cmp_079,device_03,source_23,segment_21,page_025,region_12,219,5,1
4398,city_006,cmp_123,device_07,source_05,segment_17,page_020,region_02,203,10,0
4399,city_093,cmp_179,device_07,source_02,segment_04,page_070,region_07,214,7,0
4400,city_010,cmp_138,device_07,source_03,segment_34,page_013,region_03,213,7,0
4401,city_020,cmp_016,device_06,source_04,segment_03,page_092,region_11,230,5,0
4402,city_046,cmp_090,device_07,source_07,segment_29,page_014,region_11,220,7,0
4403,city_014,cmp_038,device_12,source_06,segment_06,page_012,region_11,244,6,1
4404,city_014,cmp_048,device_11,source_04,segment_02,page_020,region_07,190,7,0
4405,city_006,cmp_083,device_18,source_02,segment_28,page_126,region_04,253,8,0
4406,city_097,cmp_018,device_12,source_12,segment_15,page_015,region_07,189,8,0
4407,city_049,cmp_093,device_14,source_16,segment_28,page_072,region_01,345,5,0
4408,city_042,cmp_035,device_06,source_27,segment_08,page_052,region_01,283,10,0
4409,city_081,cmp_122,device_01,source_05,segment_66,page_078,region_05,318,5,0
4410,city_048,cmp_043,device_08,source_15,segment_01,page_044,region_04,209,7,0
4411,city_020,cmp_010,device_14,source_12,segment_06,page_055,region_11,157,2,0
4412,city_036,cmp_076,device_07,source_25,segment_40,page_146,region_09,49,8,0
4413,city_036,cmp_104,device_15,source_16,segment_66,page_032,region_11,148,6,1
4414,city_029,cmp_079,device_10,source_02,segment_03,page_019,region_01,216,1,0
4415,city_063,cmp_113,device_07,source_05,segment_01,page_007,region_09,296,10,0
4416,city_009,cmp_120,device_07,source_15,segment_31,page_078,region_06,175,6,0
4417,city_011,cmp_009,device_11,source_18,segment_24,page_015,region_01,185,8,0
4418,city_027,cmp_001,device_08,source_02,segment_10,page_120,region_01,251,4,0
4419,city_006,cmp_026,device_02,source_15,segment_06,page_077,region_12,89,10,0
4420,city_098,cmp_026,device_08,source_02,segment_58,page_109,region_03,256,7,0
4421,city_038,cmp_068,device_01,source_28,segment_06,page_089,region_02,280,4,0
4422,city_004,cmp_027,device_08,source_28,segment_40,page_095,region_07,311,9,0
4423,city_049,cmp_041,device_18,source_24,segment_56,page_147,region_02,223,5,0
4424,city_066,cmp_052,device_03,source_24,segment_01,page_073,region_07,212,7,1
4425,city_029,cmp_077,device_07,source_28,segment_43,page_032,region_04,238,7,0
4426,city_036,cmp_180,device_14,source_05,segment_40,page_075,region_09,264,6,0
4427,city_058,cmp_092,device_07,source_12,segment_30,page_067,region_04,272,6,1
4428,city_016,cmp_032,device_07,source_02,segment_04,page_020,region_09,215,3,0
4429,city_049,cmp_040,device_08,source_11,segment_64,page_032,region_07,180,7,1
4430,city_051,cmp_009,device_16,source_02,segment_64,page_080,region_09,160,6,0
4431,city_070,cmp_049,device_17,source_16,segment_16,page_055,region_11,235,11,0
4432,city_081,cmp_075,device_06,source_02,segment_16,page_033,region_07,235,8,0
4433,city_091,cmp_156,device_19,source_24,segment_30,page_071,region_03,170,6,0
4434,city_010,cmp_032,device_03,source_24,segment_62,page_026,region_07,206,5,0
4435,city_072,cmp_030,device_04,source_28,segment_66,page_147,region_03,353,6,0
4436,city_056,cmp_004,device_11,source_01,segment_13,page_099,region_04,295,8,0
4437,city_027,cmp_072,device_17,source_22,segment_30,page_018,region_03,332,10,0
4438,city_088,cmp_180,device_03,source_05,segment_18,page_037,region_07,259,5,0
4439,city_078,cmp_043,device_07,source_02,segment_11,page_025,region_04,303,9,1
4440,city_064,cmp_058,device_03,source_18,segment_01,page_024,region_02,170,4,0
4441,city_005,cmp_010,device_07,source_02,segment_15,page_021,region_07,279,6,0
4442,city_012,cmp_070,device_08,source_25,segment_16,page_014,region_11,238,10,0
4443,city_086,cmp_025,device_09,source_25,segment_38,page_034,region_02,276,7,0
4444,city_098,cmp_003,device_03,source_12,segment_38,page_011,region_12,217,5,1
4445,city_021,cmp_092,device_06,source_09,segment_67,page_099,region_09,144,2,0
4446,city_021,cmp_018,device_14,source_25,segment_38,page_019,region_04,179,4,0
4447,city_050,cmp_013,device_03,source_16,segment_08,page_014,region_09,305,4,1
4448,city_006,cmp_027,device_01,source_01,segment_33,page_096,region_12,155,9,0
4449,city_048,cmp_017,device_07,source_09,segment_08,page_095,region_04,231,7,0
4450,city_095,cmp_080,device_08,source_10,segment_08,page_046,region_03,197,6,1
4451,city_022,cmp_032,device_17,source_24,segment_66,page_125,region_02,277,8,0
4452,city_062,cmp_089,device_01,source_25,segment_09,page_046,region_11,122,7,0
4453,city_041,cmp_065,device_07,source_12,segment_27,page_064,region_11,174,4,1
4454,city_022,cmp_041,device_16,source_02,segment_64,page_109,region_08,120,5,0
4455,city_031,cmp_024,device_12,source_14,segment_34,page_015,region_11,176,9,1
4456,city_044,cmp_089,device_10,source_11,segment_25,page_010,region_11,259,12,0
4457,city_064,cmp_061,device_01,source_09,segment_16,page_077,region_08,106,5,0
4458,city_043,cmp_101,device_07,source_29,segment_06,page_039,region_01,153,8,1
4459,city_088,cmp_058,device_20,source_30,segment_59,page_021,region_03,162,6,0
4460,city_009,cmp_120,device_11,source_09,segment_50,page_113,region_03,192,12,0
4461,city_094,cmp_065,device_15,source_28,segment_64,page_073,region_06,181,3,1
4462,city_044,cmp_121,device_08,source_04,segment_47,page_125,region_07,218,8,0
4463,city_029,cmp_065,device_07,source_02,segment_28,page_052,region_11,255,6,1
4464,city_006,cmp_165,device_07,source_15,segment_10,page_072,region_11,101,8,0
4465,city_022,cmp_128,device_14,source_12,segment_63,page_122,region_01,234,10,0
4466,city_033,cmp_031,device_07,source_18,segment_10,page_051,region_09,196,8,0
4467,city_090,cmp_101,device_07,source_02,segment_26,page_092,region_04,227,8,1
4468,city_063,cmp_016,device_10,source_12,segment_38,page_022,region_11,187,7,1
4469,city_005,cmp_140,device_20,source_16,segment_57,page_004,region_01,277,8,0
4470,city_025,cmp_040,device_07,source_12,segment_56,page_078,region_05,194,4,0
4471,city_037,cmp_055,device_03,source_05,segment_18,page_033,region_04,295,14,0
4472,city_075,cmp_004,device_10,source_12,segment_06,page_021,region_05,302,8,0
4473,city_064,cmp_129,device_07,source_14,segment_28,page_145,region_09,196,12,0
4474,city_016,cmp_156,device_09,source_12,segment_60,page_021,region_09,237,7,0
4475,city_004,cmp_054,device_20,source_13,segment_15,page_133,region_03,223,7,0
4476,city_010,cmp_024,device_07,source_11,segment_30,page_078,region_02,225,7,0
4477,city_040,cmp_093,device_06,source_06,segment_08,page_015,region_06,87,5,1
4478,city_007,cmp_036,device_20,source_02,segment_43,page_125,region_09,33,9,1
4479,city_019,cmp_165,device_11,source_02,segment_34,page_014,region_12,218,8,0
4480,city_072,cmp_036,device_06,source_12,segment_43,page_080,region_01,272,4,0
4481,city_029,cmp_072,device_06,source_24,segment_15,page_038,region_03,235,3,0
4482,city_100,cmp_009,device_09,source_20,segment_40,page_020,region_10,245,7,1
4483,city_063,cmp_178,device_07,source_12,segment_08,page_051,region_05,228,11,0
4484,city_020,cmp_072,device_14,source_15,segment_22,page_018,region_02,214,7,1
4485,city_001,cmp_170,device_03,source_28,segment_56,page_133,region_03,271,6,0
4486,city_041,cmp_036,device_03,source_28,segment_29,page_078,region_04,184,8,0
4487,city_059,cmp_063,device_05,source_30,segment_64,page_067,region_12,263,5,1
4488,city_036,cmp_004,device_17,source_01,segment_54,page_088,region_06,196,10,1
4489,city_082,cmp_112,device_03,source_15,segment_30,page_126,region_04,208,5,0
4490,city_064,cmp_021,device_09,source_18,segment_16,page_083,region_09,291,13,1
4491,city_041,cmp_050,device_17,source_02,segment_43,page_142,region_04,220,1,1
4492,city_002,cmp_088,device_03,source_07,segment_45,page_030,region_03,239,4,0
4493,city_025,cmp_012,device_18,source_02,segment_29,page_142,region_02,266,7,0
4494,city_038,cmp_114,device_12,source_08,segment_07,page_087,region_06,63,10,0
4495,city_019,cmp_120,device_04,source_11,segment_15,page_037,region_10,234,6,0
4496,city_073,cmp_063,device_20,source_02,segment_27,page_078,region_05,217,3,0
4497,city_031,cmp_077,device_15,source_12,segment_66,page_083,region_12,122,6,0
4498,city_014,cmp_013,device_02,source_02,segment_47,page_045,region_07,187,3,0
4499,city_065,cmp_052,device_15,source_28,segment_48,page_069,region_06,230,3,0
4500,city_049,cmp_125,device_08,source_02,segment_10,page_014,region_05,151,5,0
4501,city_014,cmp_013,device_17,source_12,segment_08,page_024,region_01,225,9,0
4502,city_043,cmp_178,device_09,source_07,segment_66,page_002,region_12,163,4,0
4503,city_058,cmp_056,device_14,source_09,segment_15,page_020,region_11,165,5,1
4504,city_034,cmp_002,device_15,source_08,segment_38,page_142,region_02,174,10,0
4505,city_023,cmp_039,device_14,source_28,segment_46,page_031,region_12,257,10,0
4506,city_057,cmp_058,device_02,source_15,segment_29,page_070,region_02,293,8,0
4507,city_056,cmp_165,device_11,source_02,segment_04,page_073,region_01,245,8,0
4508,city_001,cmp_096,device_18,source_23,segment_16,page_089,region_05,178,9,1
4509,city_016,cmp_074,device_18,source_12,segment_66,page_052,region_03,240,10,0
4510,city_054,cmp_165,device_14,source_02,segment_31,page_015,region_01,256,13,1
4511,city_016,cmp_036,device_06,source_12,segment_66,page_077,region_03,204,8,0
4512,city_094,cmp_044,device_17,source_02,segment_08,page_078,region_04,154,10,0
4513,city_012,cmp_111,device_01,source_12,segment_03,page_046,region_06,316,6,0
4514,city_062,cmp_076,device_14,source_08,segment_38,page_148,region_11,192,13,0
4515,city_100,cmp_025,device_07,source_02,segment_14,page_042,region_05,206,6,1
4516,city_025,cmp_105,device_17,source_15,segment_32,page_006,region_12,175,5,0
4517,city_049,cmp_032,device_07,source_04,segment_18,page_017,region_07,313,5,0
4518,city_009,cmp_066,device_07,source_19,segment_13,page_142,region_10,289,11,0
4519,city_050,cmp_128,device_15,source_26,segment_05,page_094,region_06,232,5,0
4520,city_098,cmp_033,device_07,source_04,segment_30,page_114,region_03,271,10,0
4521,city_095,cmp_108,device_07,source_06,segment_03,page_143,region_12,202,5,0
4522,city_030,cmp_129,device_15,source_02,segment_42,page_089,region_07,272,7,1
4523,city_072,cmp_036,device_01,source_12,segment_13,page_019,region_11,210,9,0
4524,city_072,cmp_024,device_07,source_23,segment_07,page_114,region_07,225,7,0
4525,city_025,cmp_129,device_15,source_02,segment_56,page_020,region_01,172,10,0
4526,city_072,cmp_054,device_17,source_02,segment_64,page_087,region_09,94,10,0
4527,city_012,cmp_036,device_03,source_18,segment_06,page_007,region_12,168,5,0
4528,city_097,cmp_002,device_07,source_15,segment_66,page_037,region_07,211,7,0
4529,city_079,cmp_024,device_07,source_03,segment_26,page_065,region_07,167,6,1
4530,city_041,cmp_059,device_20,source_02,segment_06,page_088,region_03,359,9,1
4531,city_029,cmp_122,device_08,source_02,segment_18,page_117,region_10,264,5,0
4532,city_093,cmp_058,device_07,source_01,segment_30,page_012,region_01,231,4,0
4533,city_005,cmp_033,device_17,source_09,segment_13,page_113,region_09,216,10,0
4534,city_040,cmp_150,device_12,source_02,segment_48,page_094,region_03,227,6,0
4535,city_037,cmp_043,device_12,source_05,segment_06,page_113,region_03,279,3,1
4536,city_029,cmp_021,device_10,source_25,segment_63,page_067,region_09,211,14,1
4537,city_009,cmp_152,device_07,source_02,segment_22,page_072,region_04,175,7,0
4538,city_019,cmp_045,device_03,source_20,segment_67,page_014,region_04,183,8,1
4539,city_098,cmp_055,device_10,source_08,segment_24,page_113,region_04,140,5,0
4540,city_070,cmp_122,device_07,source_09,segment_01,page_016,region_07,158,6,0
4541,city_073,cmp_035,device_07,source_28,segment_19,page_074,region_11,260,8,0
4542,city_041,cmp_063,device_18,source_13,segment_19,page_030,region_10,256,3,0
4543,city_055,cmp_129,device_12,source_01,segment_17,page_014,region_08,260,6,0
4544,city_040,cmp_032,device_14,source_20,segment_45,page_021,region_09,142,9,0
4545,city_056,cmp_137,device_14,source_12,segment_33,page_004,region_02,272,9,1
4546,city_079,cmp_024,device_07,source_20,segment_64,page_022,region_11,187,7,0
4547,city_019,cmp_128,device_08,source_02,segment_34,page_051,region_03,187,5,0
4548,city_093,cmp_045,device_08,source_04,segment_33,page_071,region_02,154,5,0
4549,city_084,cmp_065,device_05,source_28,segment_14,page_018,region_11,127,8,0
4550,city_031,cmp_065,device_10,source_10,segment_38,page_029,region_03,150,6,0
4551,city_097,cmp_025,device_07,source_12,segment_40,page_083,region_02,157,11,1
4552,city_081,cmp_022,device_01,source_15,segment_03,page_020,region_12,182,4,0
4553,city_004,cmp_097,device_19,source_12,segment_03,page_033,region_01,264,11,0
4554,city_004,cmp_122,device_07,source_18,segment_10,page_070,region_09,261,10,0
4555,city_059,cmp_017,device_07,source_03,segment_33,page_056,region_04,260,4,1
4556,city_066,cmp_106,device_10,source_28,segment_37,page_042,region_10,180,6,0
4557,city_019,cmp_038,device_07,source_02,segment_17,page_083,region_01,179,4,0
4558,city_040,cmp_076,device_20,source_12,segment_13,page_028,region_03,272,8,0
4559,city_043,cmp_064,device_01,source_30,segment_08,page_044,region_03,119,12,0
4560,city_034,cmp_104,device_15,source_15,segment_15,page_070,region_02,86,1,0
4561,city_005,cmp_065,device_01,source_12,segment_25,page_046,region_07,134,7,0
4562,city_016,cmp_013,device_03,source_28,segment_34,page_037,region_03,227,10,0
4563,city_072,cmp_034,device_03,source_02,segment_59,page_142,region_04,207,13,0
4564,city_006,cmp_046,device_07,source_09,segment_36,page_025,region_07,134,10,0
4565,city_050,cmp_070,device_17,source_26,segment_30,page_037,region_01,219,11,0
4566,city_051,cmp_022,device_05,source_15,segment_17,page_014,region_09,248,10,0
4567,city_094,cmp_039,device_08,source_08,segment_24,page_147,region_04,364,7,0
4568,city_098,cmp_010,device_07,source_28,segment_38,page_113,region_03,290,10,0
